2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 开始KMERIA完整分析流程|Starting KMERIA complete analysis pipeline
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 执行步骤|Executing step: COUNT
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 开始k-mer计数|Starting k-mer counting
2026-01-19 09:13:47.485 - INFO - 样本数量|Sample count: 181
2026-01-19 14:58:53.188 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 14:59:34.659 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 15:00:10.102 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 15:00:45.604 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 15:01:21.036 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 15:01:56.506 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 15:02:39.484 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 15:03:15.001 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 15:03:50.508 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 15:04:25.945 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 15:05:01.454 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 15:05:36.953 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 15:06:21.850 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 15:06:57.405 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 15:07:32.889 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 15:08:08.426 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 15:08:19.391 - INFO - SAM文件读取完成|SAM file reading completed: 343.08M 行|lines, 2000000 k-mers
2026-01-19 15:08:57.252 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.78M filtered hits (保留率|retention: 100.0%)
2026-01-19 15:09:30.721 - INFO - 批次15过滤完成|Batch 15 filtering completed
2026-01-19 15:09:30.721 - INFO - ============================================================
2026-01-19 15:09:30.721 - INFO - 处理批次|Processing batch 16/39
2026-01-19 15:09:30.721 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_016.fa
2026-01-19 15:09:30.721 - INFO - ============================================================
2026-01-19 15:09:30.721 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 15:10:50.146 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 16)
2026-01-19 15:10:50.146 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 15:10:50.146 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 15:11:25.151 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 15:12:00.111 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 15:12:35.100 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 15:13:11.206 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 15:13:47.744 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 15:14:22.894 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 15:14:59.830 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 15:15:37.347 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 15:16:12.679 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 15:16:50.940 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 15:17:26.284 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 15:18:01.709 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 15:18:40.799 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 15:19:16.143 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 15:19:51.552 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 15:20:31.730 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 15:21:07.171 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 15:21:42.559 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 15:22:18.003 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 15:22:59.397 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 15:23:34.880 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 15:24:10.362 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 15:24:45.838 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 15:25:21.439 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 15:26:04.268 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 15:26:39.751 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 15:27:15.264 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 15:27:50.793 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 15:28:26.315 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 15:29:01.835 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 15:29:46.649 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 15:30:22.180 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 15:30:57.748 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 15:31:33.300 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 15:31:43.936 - INFO - SAM文件读取完成|SAM file reading completed: 343.00M 行|lines, 2000000 k-mers
2026-01-19 15:32:21.864 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.74M filtered hits (保留率|retention: 100.0%)
2026-01-19 15:32:55.384 - INFO - 批次16过滤完成|Batch 16 filtering completed
2026-01-19 15:32:55.384 - INFO - ============================================================
2026-01-19 15:32:55.384 - INFO - 处理批次|Processing batch 17/39
2026-01-19 15:32:55.384 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_017.fa
2026-01-19 15:32:55.384 - INFO - ============================================================
2026-01-19 15:32:55.384 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 15:34:16.727 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 17)
2026-01-19 15:34:16.727 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 15:34:16.727 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 15:34:51.772 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 15:35:26.670 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 15:36:01.670 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 15:36:37.642 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 15:37:14.001 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 15:37:50.768 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 15:38:28.006 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 15:39:03.269 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 15:39:41.219 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 15:40:16.597 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 15:40:52.035 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 15:41:30.836 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 15:42:06.201 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 15:42:45.854 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 15:43:21.298 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 15:43:56.765 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 15:44:32.280 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 15:45:13.098 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 15:45:48.547 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 15:46:24.053 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 15:46:59.570 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 15:47:41.775 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 15:48:17.323 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 15:48:52.919 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 15:49:28.458 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 15:50:04.004 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 15:50:39.576 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 15:51:23.460 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 15:51:59.084 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 15:52:34.602 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 15:53:10.209 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 15:53:45.784 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 15:54:21.372 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 15:54:56.955 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 15:55:16.924 - INFO - SAM文件读取完成|SAM file reading completed: 342.70M 行|lines, 2000000 k-mers
2026-01-19 15:55:54.380 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.70M filtered hits (保留率|retention: 100.0%)
2026-01-19 15:56:27.873 - INFO - 批次17过滤完成|Batch 17 filtering completed
2026-01-19 15:56:27.873 - INFO - ============================================================
2026-01-19 15:56:27.873 - INFO - 处理批次|Processing batch 18/39
2026-01-19 15:56:27.873 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_018.fa
2026-01-19 15:56:27.873 - INFO - ============================================================
2026-01-19 15:56:27.873 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 15:57:47.939 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 18)
2026-01-19 15:57:47.939 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 15:57:47.939 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 15:58:23.011 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 15:58:57.961 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 15:59:32.968 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 16:00:07.958 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 16:00:43.032 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 16:01:18.188 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 16:01:53.281 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 16:02:28.524 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 16:03:06.126 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 16:03:41.398 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 16:04:19.761 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 16:04:55.162 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 16:05:34.347 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 16:06:09.700 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 16:06:45.055 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 16:07:25.334 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 16:08:00.698 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 16:08:36.154 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 16:09:11.580 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 16:09:53.036 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 16:10:28.534 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 16:11:04.041 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 16:11:39.557 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 16:12:15.137 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 16:12:58.199 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 16:13:33.756 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 16:14:09.254 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 16:14:44.795 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 16:15:20.351 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 16:15:55.925 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 16:16:31.446 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 16:17:16.493 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 16:17:52.024 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 16:18:27.574 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 16:18:38.837 - INFO - SAM文件读取完成|SAM file reading completed: 343.18M 行|lines, 2000000 k-mers
2026-01-19 16:19:16.555 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.75M filtered hits (保留率|retention: 100.0%)
2026-01-19 16:19:50.078 - INFO - 批次18过滤完成|Batch 18 filtering completed
2026-01-19 16:19:50.078 - INFO - ============================================================
2026-01-19 16:19:50.078 - INFO - 处理批次|Processing batch 19/39
2026-01-19 16:19:50.078 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_019.fa
2026-01-19 16:19:50.078 - INFO - ============================================================
2026-01-19 16:19:50.078 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 16:21:10.058 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 19)
2026-01-19 16:21:10.058 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 16:21:10.058 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 16:21:45.087 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 16:22:20.059 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 16:22:55.078 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 16:23:30.095 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 16:24:06.464 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 16:24:43.373 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 16:25:18.539 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 16:25:55.878 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 16:26:31.190 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 16:27:09.238 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 16:27:44.670 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 16:28:23.567 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 16:28:58.996 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 16:29:34.392 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 16:30:14.257 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 16:30:49.617 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 16:31:25.111 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 16:32:00.585 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 16:32:41.563 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 16:33:17.006 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 16:33:52.452 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 16:34:27.928 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 16:35:10.314 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 16:35:45.824 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 16:36:21.365 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 16:36:56.887 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 16:37:32.420 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 16:38:07.969 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 16:38:52.083 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 16:39:27.644 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 16:40:03.200 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 16:40:38.805 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 16:41:14.353 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 16:41:49.942 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 16:41:59.468 - INFO - SAM文件读取完成|SAM file reading completed: 342.68M 行|lines, 2000000 k-mers
2026-01-19 16:42:37.057 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.72M filtered hits (保留率|retention: 100.0%)
2026-01-19 16:43:10.521 - INFO - 批次19过滤完成|Batch 19 filtering completed
2026-01-19 16:43:10.522 - INFO - ============================================================
2026-01-19 16:43:10.522 - INFO - 处理批次|Processing batch 20/39
2026-01-19 16:43:10.522 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_020.fa
2026-01-19 16:43:10.522 - INFO - ============================================================
2026-01-19 16:43:10.522 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 16:44:29.611 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 20)
2026-01-19 16:44:29.611 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 16:44:29.611 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 16:45:05.602 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 16:45:41.868 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 16:46:18.764 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 16:46:55.297 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 16:47:32.196 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 16:48:09.467 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 16:48:47.172 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 16:49:22.976 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 16:50:01.361 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 16:50:37.215 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 16:51:16.345 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 16:51:52.274 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 16:52:28.143 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 16:53:08.124 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 16:53:44.134 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 16:54:20.054 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 16:55:01.145 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 16:55:37.087 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 16:56:13.161 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 16:56:49.155 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 16:57:25.274 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 16:58:07.807 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 16:58:43.878 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 16:59:19.965 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 16:59:56.022 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 17:00:32.071 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 17:01:16.129 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 17:01:52.232 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 17:02:28.342 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 17:03:04.426 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 17:03:40.552 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 17:04:16.615 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 17:05:02.767 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 17:05:36.651 - INFO - SAM文件读取完成|SAM file reading completed: 339.39M 行|lines, 2000000 k-mers
2026-01-19 17:06:14.276 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.77M filtered hits (保留率|retention: 100.0%)
2026-01-19 17:06:47.448 - INFO - 批次20过滤完成|Batch 20 filtering completed
2026-01-19 17:06:47.449 - INFO - ============================================================
2026-01-19 17:06:47.449 - INFO - 处理批次|Processing batch 21/39
2026-01-19 17:06:47.449 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_021.fa
2026-01-19 17:06:47.449 - INFO - ============================================================
2026-01-19 17:06:47.449 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 17:08:06.131 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 21)
2026-01-19 17:08:06.131 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 17:08:06.131 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 17:08:41.734 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 17:09:17.175 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 17:09:52.783 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 17:10:28.331 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 17:11:03.971 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 17:11:39.696 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 17:12:17.468 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 17:12:53.293 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 17:13:31.730 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 17:14:07.671 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 17:14:46.891 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 17:15:22.849 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 17:15:58.804 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 17:16:38.877 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 17:17:14.851 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 17:17:50.869 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 17:18:26.864 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 17:19:08.072 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 17:19:44.072 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 17:20:20.151 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 17:20:56.201 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 17:21:38.777 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 17:22:14.840 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 17:22:50.953 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 17:23:27.054 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 17:24:03.119 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 17:24:47.292 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 17:25:23.396 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 17:25:59.445 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 17:26:35.583 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 17:27:11.691 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 17:27:47.825 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 17:28:24.025 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 17:28:55.040 - INFO - SAM文件读取完成|SAM file reading completed: 335.78M 行|lines, 2000000 k-mers
2026-01-19 17:29:32.592 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.73M filtered hits (保留率|retention: 100.0%)
2026-01-19 17:30:05.430 - INFO - 批次21过滤完成|Batch 21 filtering completed
2026-01-19 17:30:05.430 - INFO - ============================================================
2026-01-19 17:30:05.430 - INFO - 处理批次|Processing batch 22/39
2026-01-19 17:30:05.430 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_022.fa
2026-01-19 17:30:05.430 - INFO - ============================================================
2026-01-19 17:30:05.430 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 17:31:27.373 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 22)
2026-01-19 17:31:27.373 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 17:31:27.373 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 17:32:02.438 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 17:32:37.412 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 17:33:12.456 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 17:33:47.575 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 17:34:22.732 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 17:34:57.876 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 17:35:33.028 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 17:36:10.475 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 17:36:45.766 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 17:37:23.961 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 17:37:59.313 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 17:38:34.709 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 17:39:13.863 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 17:39:49.302 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 17:40:24.749 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 17:41:04.836 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 17:41:40.268 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 17:42:15.717 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 17:42:51.213 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 17:43:32.557 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 17:44:08.047 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 17:44:43.530 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 17:45:19.034 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 17:45:54.528 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 17:46:37.342 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 17:47:12.843 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 17:47:48.308 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 17:48:23.864 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 17:48:59.434 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 17:49:34.999 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 17:50:19.692 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 17:50:55.229 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 17:51:30.766 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 17:52:06.320 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 17:52:10.373 - INFO - SAM文件读取完成|SAM file reading completed: 341.14M 行|lines, 2000000 k-mers
