2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - 开始KMERIA完整分析流程|Starting KMERIA complete analysis pipeline
2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - 执行步骤|Executing step: COUNT
2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - 开始k-mer计数|Starting k-mer counting
2026-01-17 16:11:38.089 - INFO - 样本数量|Sample count: 181
2026-01-17 19:19:11.776 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 22)
2026-01-17 19:19:11.776 - INFO - ============================================================
2026-01-17 19:19:11.776 - INFO - 处理批次|Processing batch 23/39
2026-01-17 19:19:11.776 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_023.fa
2026-01-17 19:19:11.776 - INFO - ============================================================
2026-01-17 19:19:11.776 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 19:20:21.448 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 23)
2026-01-17 19:20:21.448 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 23)
2026-01-17 19:27:31.461 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 23)
2026-01-17 19:27:31.461 - INFO - ============================================================
2026-01-17 19:27:31.461 - INFO - 处理批次|Processing batch 24/39
2026-01-17 19:27:31.461 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_024.fa
2026-01-17 19:27:31.461 - INFO - ============================================================
2026-01-17 19:27:31.461 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 19:28:47.790 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 24)
2026-01-17 19:28:47.790 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 24)
2026-01-17 19:35:59.191 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 24)
2026-01-17 19:35:59.191 - INFO - ============================================================
2026-01-17 19:35:59.191 - INFO - 处理批次|Processing batch 25/39
2026-01-17 19:35:59.191 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_025.fa
2026-01-17 19:35:59.191 - INFO - ============================================================
2026-01-17 19:35:59.191 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 19:37:14.372 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 25)
2026-01-17 19:37:14.373 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 25)
2026-01-17 19:44:19.826 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 25)
2026-01-17 19:44:19.827 - INFO - ============================================================
2026-01-17 19:44:19.827 - INFO - 处理批次|Processing batch 26/39
2026-01-17 19:44:19.827 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_026.fa
2026-01-17 19:44:19.827 - INFO - ============================================================
2026-01-17 19:44:19.827 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 19:45:36.399 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 26)
2026-01-17 19:45:36.399 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 26)
2026-01-17 19:52:47.840 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 26)
2026-01-17 19:52:47.841 - INFO - ============================================================
2026-01-17 19:52:47.841 - INFO - 处理批次|Processing batch 27/39
2026-01-17 19:52:47.841 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_027.fa
2026-01-17 19:52:47.841 - INFO - ============================================================
2026-01-17 19:52:47.841 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 19:54:03.597 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 27)
2026-01-17 19:54:03.597 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 27)
2026-01-17 20:01:09.680 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 27)
2026-01-17 20:01:09.680 - INFO - ============================================================
2026-01-17 20:01:09.680 - INFO - 处理批次|Processing batch 28/39
2026-01-17 20:01:09.680 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_028.fa
2026-01-17 20:01:09.680 - INFO - ============================================================
2026-01-17 20:01:09.680 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 20:02:19.515 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 28)
2026-01-17 20:02:19.515 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 28)
2026-01-17 20:09:20.379 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 28)
2026-01-17 20:09:20.379 - INFO - ============================================================
2026-01-17 20:09:20.379 - INFO - 处理批次|Processing batch 29/39
2026-01-17 20:09:20.379 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_029.fa
2026-01-17 20:09:20.379 - INFO - ============================================================
2026-01-17 20:09:20.379 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 20:10:29.121 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 29)
2026-01-17 20:10:29.121 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 29)
2026-01-17 20:17:30.559 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 29)
2026-01-17 20:17:30.559 - INFO - ============================================================
2026-01-17 20:17:30.559 - INFO - 处理批次|Processing batch 30/39
2026-01-17 20:17:30.559 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_030.fa
2026-01-17 20:17:30.559 - INFO - ============================================================
2026-01-17 20:17:30.559 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 20:18:44.888 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 30)
2026-01-17 20:18:44.888 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 30)
2026-01-17 20:25:52.802 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 30)
2026-01-17 20:25:52.802 - INFO - ============================================================
2026-01-17 20:25:52.802 - INFO - 处理批次|Processing batch 31/39
2026-01-17 20:25:52.802 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_031.fa
2026-01-17 20:25:52.802 - INFO - ============================================================
2026-01-17 20:25:52.802 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 20:27:03.293 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 31)
2026-01-17 20:27:03.294 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 31)
2026-01-17 20:34:05.430 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 31)
2026-01-17 20:34:05.431 - INFO - ============================================================
2026-01-17 20:34:05.431 - INFO - 处理批次|Processing batch 32/39
2026-01-17 20:34:05.431 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_032.fa
2026-01-17 20:34:05.431 - INFO - ============================================================
2026-01-17 20:34:05.431 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 20:35:21.355 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 32)
2026-01-17 20:35:21.355 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 32)
2026-01-17 20:42:28.230 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 32)
2026-01-17 20:42:28.230 - INFO - ============================================================
2026-01-17 20:42:28.230 - INFO - 处理批次|Processing batch 33/39
2026-01-17 20:42:28.230 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_033.fa
2026-01-17 20:42:28.230 - INFO - ============================================================
2026-01-17 20:42:28.230 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 20:43:42.550 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 33)
2026-01-17 20:43:42.551 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 33)
2026-01-17 20:50:44.270 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 33)
2026-01-17 20:50:44.270 - INFO - ============================================================
2026-01-17 20:50:44.270 - INFO - 处理批次|Processing batch 34/39
2026-01-17 20:50:44.270 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_034.fa
2026-01-17 20:50:44.270 - INFO - ============================================================
2026-01-17 20:50:44.271 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 20:51:58.023 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 34)
2026-01-17 20:51:58.023 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 34)
2026-01-17 20:59:14.397 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 34)
2026-01-17 20:59:14.397 - INFO - ============================================================
2026-01-17 20:59:14.397 - INFO - 处理批次|Processing batch 35/39
2026-01-17 20:59:14.397 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_035.fa
2026-01-17 20:59:14.398 - INFO - ============================================================
2026-01-17 20:59:14.398 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 21:00:23.898 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 35)
2026-01-17 21:00:23.898 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 35)
2026-01-17 21:07:20.563 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 35)
2026-01-17 21:07:20.563 - INFO - ============================================================
2026-01-17 21:07:20.563 - INFO - 处理批次|Processing batch 36/39
2026-01-17 21:07:20.563 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_036.fa
2026-01-17 21:07:20.563 - INFO - ============================================================
2026-01-17 21:07:20.563 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 21:08:37.951 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 36)
2026-01-17 21:08:37.952 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 36)
2026-01-17 21:15:45.599 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 36)
2026-01-17 21:15:45.599 - INFO - ============================================================
2026-01-17 21:15:45.599 - INFO - 处理批次|Processing batch 37/39
2026-01-17 21:15:45.599 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_037.fa
2026-01-17 21:15:45.599 - INFO - ============================================================
2026-01-17 21:15:45.599 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 21:16:54.110 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 37)
2026-01-17 21:16:54.110 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 37)
2026-01-17 21:24:01.531 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 37)
2026-01-17 21:24:01.533 - INFO - ============================================================
2026-01-17 21:24:01.533 - INFO - 处理批次|Processing batch 38/39
2026-01-17 21:24:01.533 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_038.fa
2026-01-17 21:24:01.534 - INFO - ============================================================
2026-01-17 21:24:01.534 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 21:25:15.344 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 38)
2026-01-17 21:25:15.344 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 38)
2026-01-17 21:32:24.939 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 38)
2026-01-17 21:32:24.940 - INFO - ============================================================
2026-01-17 21:32:24.940 - INFO - 处理批次|Processing batch 39/39
2026-01-17 21:32:24.940 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_039.fa
2026-01-17 21:32:24.940 - INFO - ============================================================
2026-01-17 21:32:24.940 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 21:33:16.802 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 39)
2026-01-17 21:33:16.802 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 39)
2026-01-17 21:38:04.424 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 39)
2026-01-17 21:38:04.425 - INFO - ============================================================
2026-01-17 21:38:04.425 - INFO - 合并批次结果|Merging batch results: 39 个批次文件|batch files
2026-01-17 21:38:04.425 - INFO - ============================================================
2026-01-17 21:38:04.425 - INFO - 运行samtools merge|Running samtools merge
2026-01-17 22:45:01.549 - INFO - BAM文件合并完成|BAM file merging completed
2026-01-17 22:45:01.970 - INFO - 应用智能过滤并转换输出格式|Applying smart filtering and converting output format
2026-01-17 22:45:01.970 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
