2026-02-02 20:35:14.247 - INFO - ====================================================================================================
2026-02-02 20:35:14.248 - INFO -  Kmer丰度转VCF工具|Kmer Abundance to VCF Converter
2026-02-02 20:35:14.249 - INFO - ====================================================================================================
2026-02-02 20:35:14.249 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/01.kmer_db/kmer_matrix_with_header.txt
2026-02-02 20:35:14.249 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf_快速模式/kmer.vcf.gz
2026-02-02 20:35:14.249 - INFO - 样本数|Number of samples: 181
2026-02-02 20:35:14.249 - INFO - 运行模式|Running mode: 快速模式（单次遍历）|Fast mode (single pass)
2026-02-02 20:35:14.249 - INFO - 染色体长度|Chromosome length: 1,000
2026-02-02 20:35:14.249 - INFO - 
2026-02-02 20:35:14.254 - INFO - ====================================================================================================
2026-02-02 20:35:14.254 - INFO -  快速模式转换（单次遍历）|Fast Mode Conversion (Single Pass)
2026-02-02 20:35:14.254 - INFO - ====================================================================================================
2026-02-02 20:35:14.254 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/01.kmer_db/kmer_matrix_with_header.txt
2026-02-02 20:35:14.254 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf_快速模式/kmer.vcf.gz
2026-02-02 20:35:14.254 - INFO - 染色体长度|Chromosome length: 1,000
2026-02-02 20:35:14.254 - INFO - 
2026-02-02 20:35:14.256 - INFO - 样本数量|Number of samples: 181
2026-02-02 20:35:14.256 - INFO - 预估kmer总数|Estimated total kmers: 17,341,634,442
2026-02-02 20:35:14.256 - INFO - 染色体数量|Number of chromosomes: 17341635
2026-02-02 20:35:14.256 - INFO - 
2026-02-02 20:35:17.432 - INFO - 开始转换数据行|Starting data line conversion...
2026-02-02 20:35:33.235 - INFO - 已处理|Processed: 1,000,000 kmers, 输出|output: 999,999
2026-02-03 06:59:17.722 - INFO - 已处理|Processed: 2,366,000,000 kmers, 输出|output: 2,365,999,999
2026-02-03 06:59:33.546 - INFO - 已处理|Processed: 2,367,000,000 kmers, 输出|output: 2,366,999,999
2026-02-03 06:59:49.372 - INFO - 已处理|Processed: 2,368,000,000 kmers, 输出|output: 2,367,999,999
2026-02-03 07:00:05.227 - INFO - 已处理|Processed: 2,369,000,000 kmers, 输出|output: 2,368,999,999
2026-02-03 07:00:21.073 - INFO - 已处理|Processed: 2,370,000,000 kmers, 输出|output: 2,369,999,999
2026-02-03 07:00:36.926 - INFO - 已处理|Processed: 2,371,000,000 kmers, 输出|output: 2,370,999,999
2026-02-03 07:00:52.781 - INFO - 已处理|Processed: 2,372,000,000 kmers, 输出|output: 2,371,999,999
2026-02-03 07:01:08.636 - INFO - 已处理|Processed: 2,373,000,000 kmers, 输出|output: 2,372,999,999
2026-02-03 07:01:24.502 - INFO - 已处理|Processed: 2,374,000,000 kmers, 输出|output: 2,373,999,999
2026-02-03 07:01:40.376 - INFO - 已处理|Processed: 2,375,000,000 kmers, 输出|output: 2,374,999,999
2026-02-03 07:01:56.268 - INFO - 已处理|Processed: 2,376,000,000 kmers, 输出|output: 2,375,999,999
2026-02-03 07:02:12.174 - INFO - 已处理|Processed: 2,377,000,000 kmers, 输出|output: 2,376,999,999
2026-02-03 07:02:28.066 - INFO - 已处理|Processed: 2,378,000,000 kmers, 输出|output: 2,377,999,999
2026-02-03 07:02:43.949 - INFO - 已处理|Processed: 2,379,000,000 kmers, 输出|output: 2,378,999,999
2026-02-03 07:02:59.821 - INFO - 已处理|Processed: 2,380,000,000 kmers, 输出|output: 2,379,999,999
2026-02-03 07:03:15.701 - INFO - 已处理|Processed: 2,381,000,000 kmers, 输出|output: 2,380,999,999
2026-02-03 07:03:31.586 - INFO - 已处理|Processed: 2,382,000,000 kmers, 输出|output: 2,381,999,999
2026-02-03 07:03:47.471 - INFO - 已处理|Processed: 2,383,000,000 kmers, 输出|output: 2,382,999,999
2026-02-03 07:04:03.365 - INFO - 已处理|Processed: 2,384,000,000 kmers, 输出|output: 2,383,999,999
2026-02-03 07:04:19.245 - INFO - 已处理|Processed: 2,385,000,000 kmers, 输出|output: 2,384,999,999
2026-02-03 07:04:35.114 - INFO - 已处理|Processed: 2,386,000,000 kmers, 输出|output: 2,385,999,999
2026-02-03 07:04:51.049 - INFO - 已处理|Processed: 2,387,000,000 kmers, 输出|output: 2,386,999,999
2026-02-03 07:05:06.920 - INFO - 已处理|Processed: 2,388,000,000 kmers, 输出|output: 2,387,999,999
2026-02-03 07:05:22.799 - INFO - 已处理|Processed: 2,389,000,000 kmers, 输出|output: 2,388,999,999
2026-02-03 07:05:38.674 - INFO - 已处理|Processed: 2,390,000,000 kmers, 输出|output: 2,389,999,999
2026-02-03 07:05:54.550 - INFO - 已处理|Processed: 2,391,000,000 kmers, 输出|output: 2,390,999,999
2026-02-03 07:06:10.431 - INFO - 已处理|Processed: 2,392,000,000 kmers, 输出|output: 2,391,999,999
2026-02-03 07:06:26.329 - INFO - 已处理|Processed: 2,393,000,000 kmers, 输出|output: 2,392,999,999
2026-02-03 07:06:42.250 - INFO - 已处理|Processed: 2,394,000,000 kmers, 输出|output: 2,393,999,999
2026-02-03 07:06:58.174 - INFO - 已处理|Processed: 2,395,000,000 kmers, 输出|output: 2,394,999,999
2026-02-03 07:07:14.059 - INFO - 已处理|Processed: 2,396,000,000 kmers, 输出|output: 2,395,999,999
2026-02-03 07:07:29.932 - INFO - 已处理|Processed: 2,397,000,000 kmers, 输出|output: 2,396,999,999
2026-02-03 07:07:45.795 - INFO - 已处理|Processed: 2,398,000,000 kmers, 输出|output: 2,397,999,999
2026-02-03 07:08:01.636 - INFO - 已处理|Processed: 2,399,000,000 kmers, 输出|output: 2,398,999,999
2026-02-03 07:08:17.475 - INFO - 已处理|Processed: 2,400,000,000 kmers, 输出|output: 2,399,999,999
2026-02-03 07:08:33.281 - INFO - 已处理|Processed: 2,401,000,000 kmers, 输出|output: 2,400,999,999
2026-02-03 07:08:49.136 - INFO - 已处理|Processed: 2,402,000,000 kmers, 输出|output: 2,401,999,999
2026-02-03 07:09:04.980 - INFO - 已处理|Processed: 2,403,000,000 kmers, 输出|output: 2,402,999,999
2026-02-03 07:09:20.833 - INFO - 已处理|Processed: 2,404,000,000 kmers, 输出|output: 2,403,999,999
2026-02-03 07:09:36.664 - INFO - 已处理|Processed: 2,405,000,000 kmers, 输出|output: 2,404,999,999
2026-02-03 07:09:52.502 - INFO - 已处理|Processed: 2,406,000,000 kmers, 输出|output: 2,405,999,999
2026-02-03 07:10:08.335 - INFO - 已处理|Processed: 2,407,000,000 kmers, 输出|output: 2,406,999,999
2026-02-03 07:10:24.208 - INFO - 已处理|Processed: 2,408,000,000 kmers, 输出|output: 2,407,999,999
2026-02-03 07:10:40.050 - INFO - 已处理|Processed: 2,409,000,000 kmers, 输出|output: 2,408,999,999
2026-02-03 07:10:55.887 - INFO - 已处理|Processed: 2,410,000,000 kmers, 输出|output: 2,409,999,999
2026-02-03 07:11:11.726 - INFO - 已处理|Processed: 2,411,000,000 kmers, 输出|output: 2,410,999,999
2026-02-03 07:11:27.561 - INFO - 已处理|Processed: 2,412,000,000 kmers, 输出|output: 2,411,999,999
2026-02-03 07:11:43.399 - INFO - 已处理|Processed: 2,413,000,000 kmers, 输出|output: 2,412,999,999
2026-02-03 07:11:59.241 - INFO - 已处理|Processed: 2,414,000,000 kmers, 输出|output: 2,413,999,999
2026-02-03 07:12:15.083 - INFO - 已处理|Processed: 2,415,000,000 kmers, 输出|output: 2,414,999,999
2026-02-03 07:12:30.923 - INFO - 已处理|Processed: 2,416,000,000 kmers, 输出|output: 2,415,999,999
2026-02-03 07:12:46.765 - INFO - 已处理|Processed: 2,417,000,000 kmers, 输出|output: 2,416,999,999
2026-02-03 07:13:02.603 - INFO - 已处理|Processed: 2,418,000,000 kmers, 输出|output: 2,417,999,999
2026-02-03 07:13:18.455 - INFO - 已处理|Processed: 2,419,000,000 kmers, 输出|output: 2,418,999,999
2026-02-03 07:13:34.433 - INFO - 已处理|Processed: 2,420,000,000 kmers, 输出|output: 2,419,999,999
2026-02-03 07:13:50.311 - INFO - 已处理|Processed: 2,421,000,000 kmers, 输出|output: 2,420,999,999
2026-02-03 07:14:06.148 - INFO - 已处理|Processed: 2,422,000,000 kmers, 输出|output: 2,421,999,999
2026-02-03 07:14:22.007 - INFO - 已处理|Processed: 2,423,000,000 kmers, 输出|output: 2,422,999,999
2026-02-03 07:14:37.857 - INFO - 已处理|Processed: 2,424,000,000 kmers, 输出|output: 2,423,999,999
2026-02-03 07:14:53.702 - INFO - 已处理|Processed: 2,425,000,000 kmers, 输出|output: 2,424,999,999
2026-02-03 07:15:09.550 - INFO - 已处理|Processed: 2,426,000,000 kmers, 输出|output: 2,425,999,999
2026-02-03 07:15:25.404 - INFO - 已处理|Processed: 2,427,000,000 kmers, 输出|output: 2,426,999,999
2026-02-03 07:15:41.254 - INFO - 已处理|Processed: 2,428,000,000 kmers, 输出|output: 2,427,999,999
2026-02-03 07:15:57.096 - INFO - 已处理|Processed: 2,429,000,000 kmers, 输出|output: 2,428,999,999
2026-02-03 07:16:12.937 - INFO - 已处理|Processed: 2,430,000,000 kmers, 输出|output: 2,429,999,999
2026-02-03 07:16:28.777 - INFO - 已处理|Processed: 2,431,000,000 kmers, 输出|output: 2,430,999,999
2026-02-03 07:16:44.634 - INFO - 已处理|Processed: 2,432,000,000 kmers, 输出|output: 2,431,999,999
2026-02-03 07:17:00.475 - INFO - 已处理|Processed: 2,433,000,000 kmers, 输出|output: 2,432,999,999
2026-02-03 07:17:16.325 - INFO - 已处理|Processed: 2,434,000,000 kmers, 输出|output: 2,433,999,999
2026-02-03 07:17:32.183 - INFO - 已处理|Processed: 2,435,000,000 kmers, 输出|output: 2,434,999,999
2026-02-03 07:17:48.044 - INFO - 已处理|Processed: 2,436,000,000 kmers, 输出|output: 2,435,999,999
2026-02-03 07:18:03.878 - INFO - 已处理|Processed: 2,437,000,000 kmers, 输出|output: 2,436,999,999
2026-02-03 07:18:19.723 - INFO - 已处理|Processed: 2,438,000,000 kmers, 输出|output: 2,437,999,999
2026-02-03 07:18:35.559 - INFO - 已处理|Processed: 2,439,000,000 kmers, 输出|output: 2,438,999,999
2026-02-03 07:18:51.400 - INFO - 已处理|Processed: 2,440,000,000 kmers, 输出|output: 2,439,999,999
2026-02-03 07:19:07.245 - INFO - 已处理|Processed: 2,441,000,000 kmers, 输出|output: 2,440,999,999
2026-02-03 07:19:23.088 - INFO - 已处理|Processed: 2,442,000,000 kmers, 输出|output: 2,441,999,999
2026-02-03 07:19:38.931 - INFO - 已处理|Processed: 2,443,000,000 kmers, 输出|output: 2,442,999,999
2026-02-03 07:19:54.785 - INFO - 已处理|Processed: 2,444,000,000 kmers, 输出|output: 2,443,999,999
2026-02-03 07:20:10.631 - INFO - 已处理|Processed: 2,445,000,000 kmers, 输出|output: 2,444,999,999
2026-02-03 07:20:26.497 - INFO - 已处理|Processed: 2,446,000,000 kmers, 输出|output: 2,445,999,999
2026-02-03 07:20:42.335 - INFO - 已处理|Processed: 2,447,000,000 kmers, 输出|output: 2,446,999,999
2026-02-03 07:20:58.179 - INFO - 已处理|Processed: 2,448,000,000 kmers, 输出|output: 2,447,999,999
2026-02-03 07:21:14.032 - INFO - 已处理|Processed: 2,449,000,000 kmers, 输出|output: 2,448,999,999
2026-02-03 07:21:29.882 - INFO - 已处理|Processed: 2,450,000,000 kmers, 输出|output: 2,449,999,999
2026-02-03 07:21:45.727 - INFO - 已处理|Processed: 2,451,000,000 kmers, 输出|output: 2,450,999,999
2026-02-03 07:22:01.567 - INFO - 已处理|Processed: 2,452,000,000 kmers, 输出|output: 2,451,999,999
2026-02-03 07:22:17.406 - INFO - 已处理|Processed: 2,453,000,000 kmers, 输出|output: 2,452,999,999
2026-02-03 07:22:33.251 - INFO - 已处理|Processed: 2,454,000,000 kmers, 输出|output: 2,453,999,999
2026-02-03 07:22:49.094 - INFO - 已处理|Processed: 2,455,000,000 kmers, 输出|output: 2,454,999,999
2026-02-03 07:23:04.941 - INFO - 已处理|Processed: 2,456,000,000 kmers, 输出|output: 2,455,999,999
2026-02-03 07:23:20.799 - INFO - 已处理|Processed: 2,457,000,000 kmers, 输出|output: 2,456,999,999
2026-02-03 07:23:36.670 - INFO - 已处理|Processed: 2,458,000,000 kmers, 输出|output: 2,457,999,999
2026-02-03 07:23:52.514 - INFO - 已处理|Processed: 2,459,000,000 kmers, 输出|output: 2,458,999,999
2026-02-03 07:24:08.359 - INFO - 已处理|Processed: 2,460,000,000 kmers, 输出|output: 2,459,999,999
2026-02-03 07:24:24.210 - INFO - 已处理|Processed: 2,461,000,000 kmers, 输出|output: 2,460,999,999
2026-02-03 07:24:40.057 - INFO - 已处理|Processed: 2,462,000,000 kmers, 输出|output: 2,461,999,999
2026-02-03 07:24:55.910 - INFO - 已处理|Processed: 2,463,000,000 kmers, 输出|output: 2,462,999,999
2026-02-03 07:25:11.748 - INFO - 已处理|Processed: 2,464,000,000 kmers, 输出|output: 2,463,999,999
2026-02-03 07:25:27.596 - INFO - 已处理|Processed: 2,465,000,000 kmers, 输出|output: 2,464,999,999
2026-02-03 07:25:43.445 - INFO - 已处理|Processed: 2,466,000,000 kmers, 输出|output: 2,465,999,999
2026-02-03 07:25:59.289 - INFO - 已处理|Processed: 2,467,000,000 kmers, 输出|output: 2,466,999,999
2026-02-03 07:26:15.146 - INFO - 已处理|Processed: 2,468,000,000 kmers, 输出|output: 2,467,999,999
2026-02-03 07:26:30.999 - INFO - 已处理|Processed: 2,469,000,000 kmers, 输出|output: 2,468,999,999
2026-02-03 07:26:46.866 - INFO - 已处理|Processed: 2,470,000,000 kmers, 输出|output: 2,469,999,999
2026-02-03 07:27:02.725 - INFO - 已处理|Processed: 2,471,000,000 kmers, 输出|output: 2,470,999,999
2026-02-03 07:27:18.574 - INFO - 已处理|Processed: 2,472,000,000 kmers, 输出|output: 2,471,999,999
2026-02-03 07:27:34.421 - INFO - 已处理|Processed: 2,473,000,000 kmers, 输出|output: 2,472,999,999
2026-02-03 07:27:50.272 - INFO - 已处理|Processed: 2,474,000,000 kmers, 输出|output: 2,473,999,999
2026-02-03 07:28:06.125 - INFO - 已处理|Processed: 2,475,000,000 kmers, 输出|output: 2,474,999,999
2026-02-03 07:28:21.985 - INFO - 已处理|Processed: 2,476,000,000 kmers, 输出|output: 2,475,999,999
2026-02-03 07:28:37.882 - INFO - 已处理|Processed: 2,477,000,000 kmers, 输出|output: 2,476,999,999
2026-02-03 07:28:53.741 - INFO - 已处理|Processed: 2,478,000,000 kmers, 输出|output: 2,477,999,999
2026-02-03 07:29:09.581 - INFO - 已处理|Processed: 2,479,000,000 kmers, 输出|output: 2,478,999,999
2026-02-03 07:29:25.432 - INFO - 已处理|Processed: 2,480,000,000 kmers, 输出|output: 2,479,999,999
2026-02-03 07:29:41.283 - INFO - 已处理|Processed: 2,481,000,000 kmers, 输出|output: 2,480,999,999
2026-02-03 07:29:57.153 - INFO - 已处理|Processed: 2,482,000,000 kmers, 输出|output: 2,481,999,999
2026-02-03 07:30:13.005 - INFO - 已处理|Processed: 2,483,000,000 kmers, 输出|output: 2,482,999,999
2026-02-03 07:30:28.851 - INFO - 已处理|Processed: 2,484,000,000 kmers, 输出|output: 2,483,999,999
2026-02-03 07:30:44.701 - INFO - 已处理|Processed: 2,485,000,000 kmers, 输出|output: 2,484,999,999
2026-02-03 07:31:00.581 - INFO - 已处理|Processed: 2,486,000,000 kmers, 输出|output: 2,485,999,999
2026-02-03 07:31:16.421 - INFO - 已处理|Processed: 2,487,000,000 kmers, 输出|output: 2,486,999,999
2026-02-03 07:31:32.270 - INFO - 已处理|Processed: 2,488,000,000 kmers, 输出|output: 2,487,999,999
2026-02-03 07:31:48.116 - INFO - 已处理|Processed: 2,489,000,000 kmers, 输出|output: 2,488,999,999
2026-02-03 07:32:03.958 - INFO - 已处理|Processed: 2,490,000,000 kmers, 输出|output: 2,489,999,999
2026-02-03 07:32:19.803 - INFO - 已处理|Processed: 2,491,000,000 kmers, 输出|output: 2,490,999,999
2026-02-03 07:32:35.644 - INFO - 已处理|Processed: 2,492,000,000 kmers, 输出|output: 2,491,999,999
2026-02-03 07:32:51.501 - INFO - 已处理|Processed: 2,493,000,000 kmers, 输出|output: 2,492,999,999
2026-02-03 07:33:07.352 - INFO - 已处理|Processed: 2,494,000,000 kmers, 输出|output: 2,493,999,999
2026-02-03 07:33:23.197 - INFO - 已处理|Processed: 2,495,000,000 kmers, 输出|output: 2,494,999,999
2026-02-03 07:33:39.036 - INFO - 已处理|Processed: 2,496,000,000 kmers, 输出|output: 2,495,999,999
2026-02-03 07:33:54.898 - INFO - 已处理|Processed: 2,497,000,000 kmers, 输出|output: 2,496,999,999
2026-02-03 07:34:10.748 - INFO - 已处理|Processed: 2,498,000,000 kmers, 输出|output: 2,497,999,999
2026-02-03 07:34:26.600 - INFO - 已处理|Processed: 2,499,000,000 kmers, 输出|output: 2,498,999,999
2026-02-03 07:34:42.454 - INFO - 已处理|Processed: 2,500,000,000 kmers, 输出|output: 2,499,999,999
2026-02-03 07:34:58.310 - INFO - 已处理|Processed: 2,501,000,000 kmers, 输出|output: 2,500,999,999
2026-02-03 07:35:14.152 - INFO - 已处理|Processed: 2,502,000,000 kmers, 输出|output: 2,501,999,999
2026-02-03 07:35:29.987 - INFO - 已处理|Processed: 2,503,000,000 kmers, 输出|output: 2,502,999,999
2026-02-03 07:35:45.830 - INFO - 已处理|Processed: 2,504,000,000 kmers, 输出|output: 2,503,999,999
2026-02-03 07:36:01.701 - INFO - 已处理|Processed: 2,505,000,000 kmers, 输出|output: 2,504,999,999
2026-02-03 07:36:17.544 - INFO - 已处理|Processed: 2,506,000,000 kmers, 输出|output: 2,505,999,999
2026-02-03 07:36:33.391 - INFO - 已处理|Processed: 2,507,000,000 kmers, 输出|output: 2,506,999,999
2026-02-03 07:36:49.245 - INFO - 已处理|Processed: 2,508,000,000 kmers, 输出|output: 2,507,999,999
2026-02-03 07:37:05.089 - INFO - 已处理|Processed: 2,509,000,000 kmers, 输出|output: 2,508,999,999
2026-02-03 07:37:20.947 - INFO - 已处理|Processed: 2,510,000,000 kmers, 输出|output: 2,509,999,999
2026-02-03 07:37:36.786 - INFO - 已处理|Processed: 2,511,000,000 kmers, 输出|output: 2,510,999,999
2026-02-03 07:37:52.634 - INFO - 已处理|Processed: 2,512,000,000 kmers, 输出|output: 2,511,999,999
2026-02-03 07:38:08.481 - INFO - 已处理|Processed: 2,513,000,000 kmers, 输出|output: 2,512,999,999
2026-02-03 07:38:24.331 - INFO - 已处理|Processed: 2,514,000,000 kmers, 输出|output: 2,513,999,999
2026-02-03 07:38:40.241 - INFO - 已处理|Processed: 2,515,000,000 kmers, 输出|output: 2,514,999,999
2026-02-03 07:38:56.094 - INFO - 已处理|Processed: 2,516,000,000 kmers, 输出|output: 2,515,999,999
2026-02-03 07:39:11.942 - INFO - 已处理|Processed: 2,517,000,000 kmers, 输出|output: 2,516,999,999
2026-02-03 07:39:27.787 - INFO - 已处理|Processed: 2,518,000,000 kmers, 输出|output: 2,517,999,999
2026-02-03 07:39:43.632 - INFO - 已处理|Processed: 2,519,000,000 kmers, 输出|output: 2,518,999,999
2026-02-03 07:39:59.484 - INFO - 已处理|Processed: 2,520,000,000 kmers, 输出|output: 2,519,999,999
2026-02-03 07:40:15.330 - INFO - 已处理|Processed: 2,521,000,000 kmers, 输出|output: 2,520,999,999
2026-02-03 07:40:31.170 - INFO - 已处理|Processed: 2,522,000,000 kmers, 输出|output: 2,521,999,999
2026-02-03 07:40:47.009 - INFO - 已处理|Processed: 2,523,000,000 kmers, 输出|output: 2,522,999,999
2026-02-03 07:41:02.848 - INFO - 已处理|Processed: 2,524,000,000 kmers, 输出|output: 2,523,999,999
2026-02-03 07:41:18.693 - INFO - 已处理|Processed: 2,525,000,000 kmers, 输出|output: 2,524,999,999
2026-02-03 07:41:34.540 - INFO - 已处理|Processed: 2,526,000,000 kmers, 输出|output: 2,525,999,999
2026-02-03 07:41:50.391 - INFO - 已处理|Processed: 2,527,000,000 kmers, 输出|output: 2,526,999,999
2026-02-03 07:42:06.235 - INFO - 已处理|Processed: 2,528,000,000 kmers, 输出|output: 2,527,999,999
2026-02-03 07:42:22.092 - INFO - 已处理|Processed: 2,529,000,000 kmers, 输出|output: 2,528,999,999
2026-02-03 07:42:37.942 - INFO - 已处理|Processed: 2,530,000,000 kmers, 输出|output: 2,529,999,999
2026-02-03 07:42:53.790 - INFO - 已处理|Processed: 2,531,000,000 kmers, 输出|output: 2,530,999,999
2026-02-03 07:43:09.630 - INFO - 已处理|Processed: 2,532,000,000 kmers, 输出|output: 2,531,999,999
2026-02-03 07:43:25.514 - INFO - 已处理|Processed: 2,533,000,000 kmers, 输出|output: 2,532,999,999
2026-02-03 07:43:41.357 - INFO - 已处理|Processed: 2,534,000,000 kmers, 输出|output: 2,533,999,999
2026-02-03 07:43:57.214 - INFO - 已处理|Processed: 2,535,000,000 kmers, 输出|output: 2,534,999,999
2026-02-03 07:44:13.101 - INFO - 已处理|Processed: 2,536,000,000 kmers, 输出|output: 2,535,999,999
2026-02-03 07:44:28.950 - INFO - 已处理|Processed: 2,537,000,000 kmers, 输出|output: 2,536,999,999
2026-02-03 07:44:44.791 - INFO - 已处理|Processed: 2,538,000,000 kmers, 输出|output: 2,537,999,999
2026-02-03 07:45:00.637 - INFO - 已处理|Processed: 2,539,000,000 kmers, 输出|output: 2,538,999,999
2026-02-03 07:45:16.489 - INFO - 已处理|Processed: 2,540,000,000 kmers, 输出|output: 2,539,999,999
2026-02-03 07:45:32.360 - INFO - 已处理|Processed: 2,541,000,000 kmers, 输出|output: 2,540,999,999
2026-02-03 07:45:48.242 - INFO - 已处理|Processed: 2,542,000,000 kmers, 输出|output: 2,541,999,999
2026-02-03 07:46:04.130 - INFO - 已处理|Processed: 2,543,000,000 kmers, 输出|output: 2,542,999,999
2026-02-03 07:46:20.028 - INFO - 已处理|Processed: 2,544,000,000 kmers, 输出|output: 2,543,999,999
2026-02-03 07:46:35.925 - INFO - 已处理|Processed: 2,545,000,000 kmers, 输出|output: 2,544,999,999
2026-02-03 07:46:51.829 - INFO - 已处理|Processed: 2,546,000,000 kmers, 输出|output: 2,545,999,999
2026-02-03 07:47:07.738 - INFO - 已处理|Processed: 2,547,000,000 kmers, 输出|output: 2,546,999,999
2026-02-03 07:47:23.673 - INFO - 已处理|Processed: 2,548,000,000 kmers, 输出|output: 2,547,999,999
2026-02-03 07:47:39.577 - INFO - 已处理|Processed: 2,549,000,000 kmers, 输出|output: 2,548,999,999
2026-02-03 07:47:55.490 - INFO - 已处理|Processed: 2,550,000,000 kmers, 输出|output: 2,549,999,999
2026-02-03 07:48:11.395 - INFO - 已处理|Processed: 2,551,000,000 kmers, 输出|output: 2,550,999,999
2026-02-03 07:48:27.316 - INFO - 已处理|Processed: 2,552,000,000 kmers, 输出|output: 2,551,999,999
2026-02-03 07:48:43.224 - INFO - 已处理|Processed: 2,553,000,000 kmers, 输出|output: 2,552,999,999
2026-02-03 07:48:59.130 - INFO - 已处理|Processed: 2,554,000,000 kmers, 输出|output: 2,553,999,999
2026-02-03 07:49:15.038 - INFO - 已处理|Processed: 2,555,000,000 kmers, 输出|output: 2,554,999,999
2026-02-03 07:49:30.974 - INFO - 已处理|Processed: 2,556,000,000 kmers, 输出|output: 2,555,999,999
2026-02-03 07:49:46.910 - INFO - 已处理|Processed: 2,557,000,000 kmers, 输出|output: 2,556,999,999
2026-02-03 07:50:02.846 - INFO - 已处理|Processed: 2,558,000,000 kmers, 输出|output: 2,557,999,999
2026-02-03 07:50:18.788 - INFO - 已处理|Processed: 2,559,000,000 kmers, 输出|output: 2,558,999,999
2026-02-03 07:50:34.722 - INFO - 已处理|Processed: 2,560,000,000 kmers, 输出|output: 2,559,999,999
2026-02-03 07:50:50.665 - INFO - 已处理|Processed: 2,561,000,000 kmers, 输出|output: 2,560,999,999
2026-02-03 07:51:06.611 - INFO - 已处理|Processed: 2,562,000,000 kmers, 输出|output: 2,561,999,999
2026-02-03 07:51:22.541 - INFO - 已处理|Processed: 2,563,000,000 kmers, 输出|output: 2,562,999,999
2026-02-03 07:51:38.475 - INFO - 已处理|Processed: 2,564,000,000 kmers, 输出|output: 2,563,999,999
2026-02-03 07:51:54.407 - INFO - 已处理|Processed: 2,565,000,000 kmers, 输出|output: 2,564,999,999
2026-02-03 07:52:10.350 - INFO - 已处理|Processed: 2,566,000,000 kmers, 输出|output: 2,565,999,999
2026-02-03 07:52:26.303 - INFO - 已处理|Processed: 2,567,000,000 kmers, 输出|output: 2,566,999,999
2026-02-03 07:52:42.243 - INFO - 已处理|Processed: 2,568,000,000 kmers, 输出|output: 2,567,999,999
2026-02-03 07:52:58.178 - INFO - 已处理|Processed: 2,569,000,000 kmers, 输出|output: 2,568,999,999
2026-02-03 07:53:14.110 - INFO - 已处理|Processed: 2,570,000,000 kmers, 输出|output: 2,569,999,999
2026-02-03 07:53:30.061 - INFO - 已处理|Processed: 2,571,000,000 kmers, 输出|output: 2,570,999,999
2026-02-03 07:53:46.003 - INFO - 已处理|Processed: 2,572,000,000 kmers, 输出|output: 2,571,999,999
2026-02-03 07:54:01.946 - INFO - 已处理|Processed: 2,573,000,000 kmers, 输出|output: 2,572,999,999
2026-02-03 07:54:17.890 - INFO - 已处理|Processed: 2,574,000,000 kmers, 输出|output: 2,573,999,999
2026-02-03 07:54:33.847 - INFO - 已处理|Processed: 2,575,000,000 kmers, 输出|output: 2,574,999,999
2026-02-03 07:54:49.774 - INFO - 已处理|Processed: 2,576,000,000 kmers, 输出|output: 2,575,999,999
2026-02-03 07:55:05.724 - INFO - 已处理|Processed: 2,577,000,000 kmers, 输出|output: 2,576,999,999
2026-02-03 07:55:21.671 - INFO - 已处理|Processed: 2,578,000,000 kmers, 输出|output: 2,577,999,999
2026-02-03 07:55:37.594 - INFO - 已处理|Processed: 2,579,000,000 kmers, 输出|output: 2,578,999,999
2026-02-03 07:55:53.526 - INFO - 已处理|Processed: 2,580,000,000 kmers, 输出|output: 2,579,999,999
2026-02-03 07:56:09.462 - INFO - 已处理|Processed: 2,581,000,000 kmers, 输出|output: 2,580,999,999
2026-02-03 07:56:25.401 - INFO - 已处理|Processed: 2,582,000,000 kmers, 输出|output: 2,581,999,999
2026-02-03 07:56:41.332 - INFO - 已处理|Processed: 2,583,000,000 kmers, 输出|output: 2,582,999,999
2026-02-03 07:56:57.266 - INFO - 已处理|Processed: 2,584,000,000 kmers, 输出|output: 2,583,999,999
2026-02-03 07:57:13.203 - INFO - 已处理|Processed: 2,585,000,000 kmers, 输出|output: 2,584,999,999
2026-02-03 07:57:29.150 - INFO - 已处理|Processed: 2,586,000,000 kmers, 输出|output: 2,585,999,999
2026-02-03 07:57:45.075 - INFO - 已处理|Processed: 2,587,000,000 kmers, 输出|output: 2,586,999,999
2026-02-03 07:58:01.010 - INFO - 已处理|Processed: 2,588,000,000 kmers, 输出|output: 2,587,999,999
2026-02-03 07:58:16.968 - INFO - 已处理|Processed: 2,589,000,000 kmers, 输出|output: 2,588,999,999
2026-02-03 07:58:32.905 - INFO - 已处理|Processed: 2,590,000,000 kmers, 输出|output: 2,589,999,999
2026-02-03 07:58:48.830 - INFO - 已处理|Processed: 2,591,000,000 kmers, 输出|output: 2,590,999,999
