正在处理 SNP 文件: variation.filtered.snp.vcf.gz...
SNP 文件处理完成.
正在处理 INDEL 文件: variation.filtered.indel.vcf.gz...
INDEL 文件处理完成.

#CHROM	SAMPLE	SNP_COUNT	INDEL_COUNT	INDEL_TYPE
NC_081806.1	BS31	370756	24562	insertion
NC_081806.1	BS31	370756	29302	deletion
NC_081807.1	BS31	435084	28419	insertion
NC_081807.1	BS31	435084	36252	deletion
NC_081808.1	BS31	420806	31644	insertion
NC_081808.1	BS31	420806	37960	deletion
NC_081809.1	BS31	574688	40085	insertion
NC_081809.1	BS31	574688	50260	deletion
NC_081810.1	BS31	461404	34114	insertion
NC_081810.1	BS31	461404	42609	deletion
NC_081811.1	BS31	576941	42309	insertion
NC_081811.1	BS31	576941	52331	deletion
NC_081812.1	BS31	465141	35622	insertion
NC_081812.1	BS31	465141	42905	deletion
NC_081813.1	BS31	518972	35122	insertion
NC_081813.1	BS31	518972	46410	deletion
NC_081814.1	BS31	471852	34185	insertion
NC_081814.1	BS31	471852	41597	deletion
NC_081815.1	BS31	368748	25755	insertion
NC_081815.1	BS31	368748	32317	deletion
NC_081816.1	BS31	467740	32962	insertion
NC_081816.1	BS31	467740	40485	deletion
NC_081817.1	BS31	556628	40904	insertion
NC_081817.1	BS31	556628	49807	deletion
NC_081818.1	BS31	482531	34076	insertion
NC_081818.1	BS31	482531	42518	deletion
NC_081819.1	BS31	376997	25063	insertion
NC_081819.1	BS31	376997	31673	deletion
NC_081820.1	BS31	493540	34093	insertion
NC_081820.1	BS31	493540	44574	deletion
NC_081821.1	BS31	223584	15328	insertion
NC_081821.1	BS31	223584	18189	deletion
NC_081822.1	BS31	565511	40905	insertion
NC_081822.1	BS31	565511	50335	deletion
NC_081823.1	BS31	541597	36388	insertion
NC_081823.1	BS31	541597	45758	deletion
NC_007957.1	BS32	10	2	insertion
NC_007957.1	BS32	10	3	deletion
NC_012119.1	BS32	320	80	insertion
NC_012119.1	BS32	320	73	deletion
NC_081805.1	BS32	545263	40186	insertion
NC_081805.1	BS32	545263	49155	deletion
NC_081806.1	BS32	371568	24420	insertion
NC_081806.1	BS32	371568	29245	deletion
NC_081807.1	BS32	433296	28218	insertion
NC_081807.1	BS32	433296	36000	deletion
NC_081808.1	BS32	420266	31283	insertion
NC_081808.1	BS32	420266	37624	deletion
NC_081809.1	BS32	573131	39776	insertion
NC_081809.1	BS32	573131	50037	deletion
NC_081810.1	BS32	459001	33745	insertion
NC_081810.1	BS32	459001	42452	deletion
NC_081811.1	BS32	576213	42010	insertion
NC_081811.1	BS32	576213	51890	deletion
NC_081812.1	BS32	464057	35249	insertion
NC_081812.1	BS32	464057	42561	deletion
NC_081813.1	BS32	516936	34757	insertion
NC_081813.1	BS32	516936	45897	deletion
NC_081814.1	BS32	471158	34036	insertion
NC_081814.1	BS32	471158	41532	deletion
NC_081815.1	BS32	368549	25595	insertion
NC_081815.1	BS32	368549	31991	deletion
NC_081816.1	BS32	467190	32746	insertion
NC_081816.1	BS32	467190	40326	deletion
NC_081817.1	BS32	556544	40668	insertion
NC_081817.1	BS32	556544	49610	deletion
NC_081818.1	BS32	482521	33964	insertion
NC_081818.1	BS32	482521	42272	deletion
NC_081819.1	BS32	376610	24986	insertion
NC_081819.1	BS32	376610	31392	deletion
NC_081820.1	BS32	491737	33617	insertion
NC_081820.1	BS32	491737	44142	deletion
NC_081821.1	BS32	223893	15224	insertion
NC_081821.1	BS32	223893	18032	deletion
NC_081822.1	BS32	564636	40502	insertion
NC_081822.1	BS32	564636	49865	deletion
NC_081823.1	BS32	541238	36101	insertion
NC_081823.1	BS32	541238	45655	deletion
NC_007957.1	BS33	10	2	insertion
NC_007957.1	BS33	10	3	deletion
NC_012119.1	BS33	321	80	insertion
NC_012119.1	BS33	321	73	deletion
NC_081805.1	BS33	544969	40452	insertion
NC_081805.1	BS33	544969	49429	deletion
NC_081806.1	BS33	370733	24738	insertion
NC_081806.1	BS33	370733	29202	deletion
NC_081807.1	BS33	435996	28627	insertion
NC_081807.1	BS33	435996	36415	deletion
NC_081808.1	BS33	419245	31464	insertion
NC_081808.1	BS33	419245	37812	deletion
NC_081809.1	BS33	574546	40202	insertion
NC_081809.1	BS33	574546	50401	deletion
NC_081810.1	BS33	460075	34185	insertion
NC_081810.1	BS33	460075	42623	deletion
NC_081811.1	BS33	576239	42268	insertion
NC_081811.1	BS33	576239	52120	deletion
NC_081812.1	BS33	464672	35641	insertion
NC_081812.1	BS33	464672	42783	deletion
NC_081813.1	BS33	518317	35014	insertion
NC_081813.1	BS33	518317	46328	deletion
NC_081814.1	BS33	471267	34273	insertion
NC_081814.1	BS33	471267	41523	deletion
NC_081815.1	BS33	368204	25728	insertion
NC_081815.1	BS33	368204	32338	deletion
NC_081816.1	BS33	466679	32810	insertion
NC_081816.1	BS33	466679	40141	deletion
NC_081817.1	BS33	556873	40897	insertion
NC_081817.1	BS33	556873	49871	deletion
NC_081818.1	BS33	482034	34074	insertion
NC_081818.1	BS33	482034	42487	deletion
NC_081819.1	BS33	376794	25158	insertion
NC_081819.1	BS33	376794	31727	deletion
NC_081820.1	BS33	492527	33655	insertion
NC_081820.1	BS33	492527	44295	deletion
NC_081821.1	BS33	223014	15428	insertion
NC_081821.1	BS33	223014	18291	deletion
NC_081822.1	BS33	563850	40643	insertion
NC_081822.1	BS33	563850	50182	deletion
NC_081823.1	BS33	540342	36438	insertion
NC_081823.1	BS33	540342	45694	deletion
NC_007957.1	BS34	10	2	insertion
NC_007957.1	BS34	10	3	deletion
NC_012119.1	BS34	324	80	insertion
NC_012119.1	BS34	324	74	deletion
NC_081805.1	BS34	545441	40223	insertion
NC_081805.1	BS34	545441	49295	deletion
NC_081806.1	BS34	371975	24659	insertion
NC_081806.1	BS34	371975	29369	deletion
NC_081807.1	BS34	435379	28491	insertion
NC_081807.1	BS34	435379	36188	deletion
NC_081808.1	BS34	420338	31350	insertion
NC_081808.1	BS34	420338	37792	deletion
NC_081809.1	BS34	573771	39858	insertion
NC_081809.1	BS34	573771	50323	deletion
NC_081810.1	BS34	460393	34049	insertion
NC_081810.1	BS34	460393	42682	deletion
NC_081811.1	BS34	576665	42295	insertion
NC_081811.1	BS34	576665	52174	deletion
NC_081812.1	BS34	464861	35577	insertion
NC_081812.1	BS34	464861	42653	deletion
NC_081813.1	BS34	519721	35109	insertion
NC_081813.1	BS34	519721	46393	deletion
NC_081814.1	BS34	471543	34217	insertion
NC_081814.1	BS34	471543	41532	deletion
NC_081815.1	BS34	368832	25704	insertion
NC_081815.1	BS34	368832	32237	deletion
NC_081816.1	BS34	467753	32880	insertion
NC_081816.1	BS34	467753	40420	deletion
NC_081817.1	BS34	556577	40647	insertion
NC_081817.1	BS34	556577	49624	deletion
NC_081818.1	BS34	483089	34019	insertion
NC_081818.1	BS34	483089	42474	deletion
NC_081819.1	BS34	377635	25121	insertion
NC_081819.1	BS34	377635	31697	deletion
NC_081820.1	BS34	493216	33693	insertion
NC_081820.1	BS34	493216	44562	deletion
NC_081821.1	BS34	224505	15387	insertion
NC_081821.1	BS34	224505	18346	deletion
NC_081822.1	BS34	565472	40469	insertion
NC_081822.1	BS34	565472	50252	deletion
NC_081823.1	BS34	543053	36244	insertion
NC_081823.1	BS34	543053	45892	deletion
NC_007957.1	BS35	10	2	insertion
NC_007957.1	BS35	10	3	deletion
NC_012119.1	BS35	328	79	insertion
NC_012119.1	BS35	328	74	deletion
NC_081805.1	BS35	539450	38930	insertion
NC_081805.1	BS35	539450	47841	deletion
NC_081806.1	BS35	369129	23767	insertion
NC_081806.1	BS35	369129	28472	deletion
NC_081807.1	BS35	431115	27429	insertion
NC_081807.1	BS35	431115	35113	deletion
NC_081808.1	BS35	417401	30475	insertion
NC_081808.1	BS35	417401	36789	deletion
NC_081809.1	BS35	569157	38631	insertion
NC_081809.1	BS35	569157	48791	deletion
NC_081810.1	BS35	456105	32830	insertion
NC_081810.1	BS35	456105	41349	deletion
NC_081811.1	BS35	571442	40843	insertion
NC_081811.1	BS35	571442	50732	deletion
NC_081812.1	BS35	459814	34237	insertion
NC_081812.1	BS35	459814	41684	deletion
NC_081813.1	BS35	513538	33735	insertion
NC_081813.1	BS35	513538	44673	deletion
NC_081814.1	BS35	468134	33167	insertion
NC_081814.1	BS35	468134	40563	deletion
NC_081815.1	BS35	366336	24847	insertion
NC_081815.1	BS35	366336	31371	deletion
NC_081816.1	BS35	464959	31788	insertion
NC_081816.1	BS35	464959	39227	deletion
NC_081817.1	BS35	554322	39629	insertion
NC_081817.1	BS35	554322	48659	deletion
NC_081818.1	BS35	479941	32990	insertion
NC_081818.1	BS35	479941	41284	deletion
NC_081819.1	BS35	375184	24117	insertion
NC_081819.1	BS35	375184	30697	deletion
NC_081820.1	BS35	486860	32327	insertion
NC_081820.1	BS35	486860	42884	deletion
NC_081821.1	BS35	223732	14930	insertion
NC_081821.1	BS35	223732	17823	deletion
NC_081822.1	BS35	563408	39530	insertion
NC_081822.1	BS35	563408	49102	deletion
NC_081823.1	BS35	537116	34973	insertion
NC_081823.1	BS35	537116	44394	deletion
NC_007957.1	BS36	10	2	insertion
NC_007957.1	BS36	10	3	deletion
NC_012119.1	BS36	329	80	insertion
NC_012119.1	BS36	329	74	deletion
NC_081805.1	BS36	545330	40501	insertion
NC_081805.1	BS36	545330	49419	deletion
NC_081806.1	BS36	371535	24717	insertion
NC_081806.1	BS36	371535	29479	deletion
NC_081807.1	BS36	435300	28669	insertion
NC_081807.1	BS36	435300	36256	deletion
NC_081808.1	BS36	419478	31432	insertion
NC_081808.1	BS36	419478	37753	deletion
NC_081809.1	BS36	574427	40055	insertion
NC_081809.1	BS36	574427	50419	deletion
NC_081810.1	BS36	461240	34192	insertion
NC_081810.1	BS36	461240	42493	deletion
NC_081811.1	BS36	577619	42420	insertion
NC_081811.1	BS36	577619	52320	deletion
NC_081812.1	BS36	463454	35558	insertion
NC_081812.1	BS36	463454	42752	deletion
NC_081813.1	BS36	519028	35209	insertion
NC_081813.1	BS36	519028	46169	deletion
NC_081814.1	BS36	472135	34268	insertion
NC_081814.1	BS36	472135	41640	deletion
NC_081815.1	BS36	368240	25808	insertion
NC_081815.1	BS36	368240	32237	deletion
NC_081816.1	BS36	467677	32986	insertion
NC_081816.1	BS36	467677	40352	deletion
NC_081817.1	BS36	556092	40771	insertion
NC_081817.1	BS36	556092	49897	deletion
NC_081818.1	BS36	481500	34283	insertion
NC_081818.1	BS36	481500	42563	deletion
NC_081819.1	BS36	376003	25103	insertion
NC_081819.1	BS36	376003	31656	deletion
NC_081820.1	BS36	492475	33767	insertion
NC_081820.1	BS36	492475	44399	deletion
NC_081821.1	BS36	224073	15324	insertion
NC_081821.1	BS36	224073	18235	deletion
NC_081822.1	BS36	563858	40554	insertion
NC_081822.1	BS36	563858	50229	deletion
NC_081823.1	BS36	541889	36444	insertion
NC_081823.1	BS36	541889	45951	deletion
NC_007957.1	BS37	10	2	insertion
NC_007957.1	BS37	10	3	deletion
NC_012119.1	BS37	323	81	insertion
NC_012119.1	BS37	323	73	deletion
NC_081805.1	BS37	541981	40178	insertion
NC_081805.1	BS37	541981	48924	deletion
NC_081806.1	BS37	368548	24641	insertion
NC_081806.1	BS37	368548	29111	deletion
NC_081807.1	BS37	432143	28360	insertion
NC_081807.1	BS37	432143	36066	deletion
NC_081808.1	BS37	417756	31382	insertion
NC_081808.1	BS37	417756	37638	deletion
NC_081809.1	BS37	570327	39822	insertion
NC_081809.1	BS37	570327	50032	deletion
NC_081810.1	BS37	457072	34046	insertion
NC_081810.1	BS37	457072	42503	deletion
NC_081811.1	BS37	573835	42017	insertion
NC_081811.1	BS37	573835	51946	deletion
NC_081812.1	BS37	462009	35276	insertion
NC_081812.1	BS37	462009	42594	deletion
NC_081813.1	BS37	514696	34718	insertion
NC_081813.1	BS37	514696	45840	deletion
NC_081814.1	BS37	468898	33999	insertion
NC_081814.1	BS37	468898	41573	deletion
NC_081815.1	BS37	366953	25615	insertion
NC_081815.1	BS37	366953	32178	deletion
NC_081816.1	BS37	464608	32849	insertion
NC_081816.1	BS37	464608	40112	deletion
NC_081817.1	BS37	553666	40683	insertion
NC_081817.1	BS37	553666	49596	deletion
NC_081818.1	BS37	478287	33931	insertion
NC_081818.1	BS37	478287	42177	deletion
NC_081819.1	BS37	374094	24893	insertion
NC_081819.1	BS37	374094	31433	deletion
NC_081820.1	BS37	489965	33651	insertion
NC_081820.1	BS37	489965	44222	deletion
NC_081821.1	BS37	221586	15266	insertion
NC_081821.1	BS37	221586	18139	deletion
NC_081822.1	BS37	561808	40527	insertion
NC_081822.1	BS37	561808	49932	deletion
NC_081823.1	BS37	539070	36197	insertion
NC_081823.1	BS37	539070	45596	deletion
NC_007957.1	BS38	10	2	insertion
NC_007957.1	BS38	10	3	deletion
NC_012119.1	BS38	324	80	insertion
NC_012119.1	BS38	324	73	deletion
NC_081805.1	BS38	540261	39448	insertion
NC_081805.1	BS38	540261	48355	deletion
NC_081806.1	BS38	367684	24035	insertion
NC_081806.1	BS38	367684	28732	deletion
NC_081807.1	BS38	430015	27829	insertion
NC_081807.1	BS38	430015	35466	deletion
NC_081808.1	BS38	416292	30859	insertion
NC_081808.1	BS38	416292	37112	deletion
NC_081809.1	BS38	567768	39136	insertion
NC_081809.1	BS38	567768	49358	deletion
NC_081810.1	BS38	455531	33230	insertion
NC_081810.1	BS38	455531	41808	deletion
NC_081811.1	BS38	571754	41391	insertion
NC_081811.1	BS38	571754	51166	deletion
NC_081812.1	BS38	459888	34845	insertion
NC_081812.1	BS38	459888	41885	deletion
NC_081813.1	BS38	513272	34202	insertion
NC_081813.1	BS38	513272	45173	deletion
NC_081814.1	BS38	467369	33560	insertion
NC_081814.1	BS38	467369	40893	deletion
NC_081815.1	BS38	365180	25286	insertion
NC_081815.1	BS38	365180	31794	deletion
NC_081816.1	BS38	463673	32321	insertion
NC_081816.1	BS38	463673	39743	deletion
NC_081817.1	BS38	552792	40053	insertion
NC_081817.1	BS38	552792	49153	deletion
NC_081818.1	BS38	478654	33427	insertion
NC_081818.1	BS38	478654	41680	deletion
NC_081819.1	BS38	372742	24384	insertion
NC_081819.1	BS38	372742	30854	deletion
NC_081820.1	BS38	486475	32926	insertion
NC_081820.1	BS38	486475	43372	deletion
NC_081821.1	BS38	221535	15054	insertion
NC_081821.1	BS38	221535	17988	deletion
NC_081822.1	BS38	561444	39923	insertion
NC_081822.1	BS38	561444	49437	deletion
NC_081823.1	BS38	535447	35530	insertion
NC_081823.1	BS38	535447	44842	deletion
NC_007957.1	BS39	10	2	insertion
NC_007957.1	BS39	10	3	deletion
NC_012119.1	BS39	318	80	insertion
NC_012119.1	BS39	318	73	deletion
NC_081805.1	BS39	540188	39695	insertion
NC_081805.1	BS39	540188	48534	deletion
NC_081806.1	BS39	369325	24339	insertion
NC_081806.1	BS39	369325	29032	deletion
NC_081807.1	BS39	431361	28085	insertion
NC_081807.1	BS39	431361	35625	deletion
NC_081808.1	BS39	416548	30949	insertion
NC_081808.1	BS39	416548	37191	deletion
NC_081809.1	BS39	570211	39343	insertion
NC_081809.1	BS39	570211	49641	deletion
NC_081810.1	BS39	456789	33424	insertion
NC_081810.1	BS39	456789	41891	deletion
NC_081811.1	BS39	572396	41539	insertion
NC_081811.1	BS39	572396	51569	deletion
NC_081812.1	BS39	460766	34807	insertion
NC_081812.1	BS39	460766	42049	deletion
NC_081813.1	BS39	514222	34215	insertion
NC_081813.1	BS39	514222	45498	deletion
NC_081814.1	BS39	468958	33723	insertion
NC_081814.1	BS39	468958	40983	deletion
NC_081815.1	BS39	365921	25400	insertion
NC_081815.1	BS39	365921	31851	deletion
NC_081816.1	BS39	464463	32536	insertion
NC_081816.1	BS39	464463	39858	deletion
NC_081817.1	BS39	552849	40296	insertion
NC_081817.1	BS39	552849	49267	deletion
NC_081818.1	BS39	479893	33671	insertion
NC_081818.1	BS39	479893	42081	deletion
NC_081819.1	BS39	374902	24755	insertion
NC_081819.1	BS39	374902	31193	deletion
NC_081820.1	BS39	489878	33238	insertion
NC_081820.1	BS39	489878	43912	deletion
NC_081821.1	BS39	222642	15156	insertion
NC_081821.1	BS39	222642	18078	deletion
NC_081822.1	BS39	562344	40136	insertion
NC_081822.1	BS39	562344	49658	deletion
NC_081823.1	BS39	537630	35671	insertion
NC_081823.1	BS39	537630	45122	deletion
NC_007957.1	BS40	10	2	insertion
NC_007957.1	BS40	10	3	deletion
NC_012119.1	BS40	322	82	insertion
NC_012119.1	BS40	322	73	deletion
NC_081805.1	BS40	542691	40064	insertion
NC_081805.1	BS40	542691	48878	deletion
NC_081806.1	BS40	370740	24534	insertion
NC_081806.1	BS40	370740	29139	deletion
NC_081807.1	BS40	433781	28374	insertion
NC_081807.1	BS40	433781	36004	deletion
NC_081808.1	BS40	418951	31235	insertion
NC_081808.1	BS40	418951	37465	deletion
NC_081809.1	BS40	573245	39824	insertion
NC_081809.1	BS40	573245	50042	deletion
NC_081810.1	BS40	459754	34056	insertion
NC_081810.1	BS40	459754	42405	deletion
NC_081811.1	BS40	574279	41997	insertion
NC_081811.1	BS40	574279	51742	deletion
NC_081812.1	BS40	464259	35209	insertion
NC_081812.1	BS40	464259	42606	deletion
NC_081813.1	BS40	517872	34808	insertion
NC_081813.1	BS40	517872	46104	deletion
NC_081814.1	BS40	470690	34101	insertion
NC_081814.1	BS40	470690	41213	deletion
NC_081815.1	BS40	368077	25559	insertion
NC_081815.1	BS40	368077	32223	deletion
NC_081816.1	BS40	466601	32682	insertion
NC_081816.1	BS40	466601	40234	deletion
NC_081817.1	BS40	556286	40678	insertion
NC_081817.1	BS40	556286	49759	deletion
NC_081818.1	BS40	481841	33924	insertion
NC_081818.1	BS40	481841	42392	deletion
NC_081819.1	BS40	376066	24852	insertion
NC_081819.1	BS40	376066	31420	deletion
NC_081820.1	BS40	491761	33382	insertion
NC_081820.1	BS40	491761	44229	deletion
NC_081821.1	BS40	223286	15296	insertion
NC_081821.1	BS40	223286	18159	deletion
NC_081822.1	BS40	564742	40318	insertion
NC_081822.1	BS40	564742	50016	deletion
NC_081823.1	BS40	540677	36126	insertion
NC_081823.1	BS40	540677	45623	deletion
NC_007957.1	BS41	10	2	insertion
NC_007957.1	BS41	10	3	deletion
NC_012119.1	BS41	325	80	insertion
NC_012119.1	BS41	325	75	deletion
NC_081805.1	BS41	541898	39956	insertion
NC_081805.1	BS41	541898	48743	deletion
NC_081806.1	BS41	367764	24276	insertion
NC_081806.1	BS41	367764	28897	deletion
NC_081807.1	BS41	432182	28305	insertion
NC_081807.1	BS41	432182	35853	deletion
NC_081808.1	BS41	417073	31040	insertion
NC_081808.1	BS41	417073	37366	deletion
NC_081809.1	BS41	570699	39515	insertion
NC_081809.1	BS41	570699	49799	deletion
NC_081810.1	BS41	457194	33596	insertion
NC_081810.1	BS41	457194	42077	deletion
NC_081811.1	BS41	573124	41665	insertion
NC_081811.1	BS41	573124	51494	deletion
NC_081812.1	BS41	460373	34827	insertion
NC_081812.1	BS41	460373	42298	deletion
NC_081813.1	BS41	514018	34403	insertion
NC_081813.1	BS41	514018	45598	deletion
NC_081814.1	BS41	467745	33765	insertion
NC_081814.1	BS41	467745	40986	deletion
NC_081815.1	BS41	366531	25409	insertion
NC_081815.1	BS41	366531	31991	deletion
NC_081816.1	BS41	464769	32431	insertion
NC_081816.1	BS41	464769	39932	deletion
NC_081817.1	BS41	554107	40438	insertion
NC_081817.1	BS41	554107	49229	deletion
NC_081818.1	BS41	479213	33495	insertion
NC_081818.1	BS41	479213	41907	deletion
NC_081819.1	BS41	374596	24639	insertion
NC_081819.1	BS41	374596	31273	deletion
NC_081820.1	BS41	489509	33240	insertion
NC_081820.1	BS41	489509	43912	deletion
NC_081821.1	BS41	222176	15109	insertion
NC_081821.1	BS41	222176	17890	deletion
NC_081822.1	BS41	561588	40235	insertion
NC_081822.1	BS41	561588	49698	deletion
NC_081823.1	BS41	538615	35827	insertion
NC_081823.1	BS41	538615	45269	deletion
NC_007957.1	BS42	10	2	insertion
NC_007957.1	BS42	10	3	deletion
NC_012119.1	BS42	327	80	insertion
NC_012119.1	BS42	327	73	deletion
NC_081805.1	BS42	544006	39780	insertion
NC_081805.1	BS42	544006	48797	deletion
NC_081806.1	BS42	371295	24291	insertion
NC_081806.1	BS42	371295	29083	deletion
NC_081807.1	BS42	434881	28121	insertion
NC_081807.1	BS42	434881	35975	deletion
NC_081808.1	BS42	420026	31123	insertion
NC_081808.1	BS42	420026	37421	deletion
NC_081809.1	BS42	574190	39490	insertion
NC_081809.1	BS42	574190	49869	deletion
NC_081810.1	BS42	458655	33533	insertion
NC_081810.1	BS42	458655	42057	deletion
NC_081811.1	BS42	575516	41827	insertion
NC_081811.1	BS42	575516	51748	deletion
NC_081812.1	BS42	462879	34908	insertion
NC_081812.1	BS42	462879	42154	deletion
NC_081813.1	BS42	518617	34461	insertion
NC_081813.1	BS42	518617	45719	deletion
NC_081814.1	BS42	471205	33789	insertion
NC_081814.1	BS42	471205	41441	deletion
NC_081815.1	BS42	368428	25345	insertion
NC_081815.1	BS42	368428	32000	deletion
NC_081816.1	BS42	468392	32675	insertion
NC_081816.1	BS42	468392	40144	deletion
NC_081817.1	BS42	557630	40554	insertion
NC_081817.1	BS42	557630	49689	deletion
NC_081818.1	BS42	482462	33672	insertion
NC_081818.1	BS42	482462	42073	deletion
NC_081819.1	BS42	377230	24846	insertion
NC_081819.1	BS42	377230	31329	deletion
NC_081820.1	BS42	492676	33318	insertion
NC_081820.1	BS42	492676	43988	deletion
NC_081821.1	BS42	224176	15172	insertion
NC_081821.1	BS42	224176	18119	deletion
NC_081822.1	BS42	567140	40394	insertion
NC_081822.1	BS42	567140	50003	deletion
NC_081823.1	BS42	541711	35856	insertion
NC_081823.1	BS42	541711	45461	deletion
NC_007957.1	BS43	10	2	insertion
NC_007957.1	BS43	10	3	deletion
NC_012119.1	BS43	326	80	insertion
NC_012119.1	BS43	326	74	deletion
NC_081805.1	BS43	536076	39200	insertion
NC_081805.1	BS43	536076	48133	deletion
NC_081806.1	BS43	366540	24027	insertion
NC_081806.1	BS43	366540	28676	deletion
NC_081807.1	BS43	428225	27645	insertion
NC_081807.1	BS43	428225	35089	deletion
NC_081808.1	BS43	413864	30613	insertion
NC_081808.1	BS43	413864	36901	deletion
NC_081809.1	BS43	566541	39062	insertion
NC_081809.1	BS43	566541	48998	deletion
NC_081810.1	BS43	453616	32986	insertion
NC_081810.1	BS43	453616	41421	deletion
NC_081811.1	BS43	568671	41154	insertion
NC_081811.1	BS43	568671	50783	deletion
NC_081812.1	BS43	457135	34324	insertion
NC_081812.1	BS43	457135	41674	deletion
NC_081813.1	BS43	509361	33810	insertion
NC_081813.1	BS43	509361	44970	deletion
NC_081814.1	BS43	465195	33278	insertion
NC_081814.1	BS43	465195	40725	deletion
NC_081815.1	BS43	363416	24961	insertion
NC_081815.1	BS43	363416	31440	deletion
NC_081816.1	BS43	460779	31995	insertion
NC_081816.1	BS43	460779	39414	deletion
NC_081817.1	BS43	549812	39946	insertion
NC_081817.1	BS43	549812	48570	deletion
NC_081818.1	BS43	475084	32998	insertion
NC_081818.1	BS43	475084	41281	deletion
NC_081819.1	BS43	371109	24305	insertion
NC_081819.1	BS43	371109	30800	deletion
NC_081820.1	BS43	484046	32732	insertion
NC_081820.1	BS43	484046	43033	deletion
NC_081821.1	BS43	220433	14939	insertion
NC_081821.1	BS43	220433	17784	deletion
NC_081822.1	BS43	558311	39745	insertion
NC_081822.1	BS43	558311	49121	deletion
NC_081823.1	BS43	533235	35158	insertion
NC_081823.1	BS43	533235	44679	deletion
NC_007957.1	BS44	10	2	insertion
NC_007957.1	BS44	10	3	deletion
NC_012119.1	BS44	319	82	insertion
NC_012119.1	BS44	319	73	deletion
NC_081805.1	BS44	546627	40883	insertion
NC_081805.1	BS44	546627	49929	deletion
NC_081806.1	BS44	371536	24943	insertion
NC_081806.1	BS44	371536	29608	deletion
NC_081807.1	BS44	436061	28842	insertion
NC_081807.1	BS44	436061	36435	deletion
NC_081808.1	BS44	420025	31674	insertion
NC_081808.1	BS44	420025	38061	deletion
NC_081809.1	BS44	576494	40600	insertion
NC_081809.1	BS44	576494	50964	deletion
NC_081810.1	BS44	460658	34463	insertion
NC_081810.1	BS44	460658	42927	deletion
NC_081811.1	BS44	577024	42594	insertion
NC_081811.1	BS44	577024	52263	deletion
NC_081812.1	BS44	464975	35618	insertion
NC_081812.1	BS44	464975	43068	deletion
NC_081813.1	BS44	519788	35471	insertion
NC_081813.1	BS44	519788	46742	deletion
NC_081814.1	BS44	472240	34571	insertion
NC_081814.1	BS44	472240	41915	deletion
NC_081815.1	BS44	368615	26048	insertion
NC_081815.1	BS44	368615	32642	deletion
NC_081816.1	BS44	467835	33352	insertion
NC_081816.1	BS44	467835	40814	deletion
NC_081817.1	BS44	557007	41244	insertion
NC_081817.1	BS44	557007	50192	deletion
NC_081818.1	BS44	482368	34398	insertion
NC_081818.1	BS44	482368	42939	deletion
NC_081819.1	BS44	376342	25375	insertion
NC_081819.1	BS44	376342	31907	deletion
NC_081820.1	BS44	494440	34128	insertion
NC_081820.1	BS44	494440	44954	deletion
NC_081821.1	BS44	222991	15438	insertion
NC_081821.1	BS44	222991	18324	deletion
NC_081822.1	BS44	564520	40969	insertion
NC_081822.1	BS44	564520	50486	deletion
NC_081823.1	BS44	542846	36847	insertion
NC_081823.1	BS44	542846	46489	deletion
NC_007957.1	BS45	10	2	insertion
NC_007957.1	BS45	10	3	deletion
NC_012119.1	BS45	323	80	insertion
NC_012119.1	BS45	323	73	deletion
NC_081805.1	BS45	543444	40164	insertion
NC_081805.1	BS45	543444	49018	deletion
NC_081806.1	BS45	370555	24541	insertion
NC_081806.1	BS45	370555	29160	deletion
NC_081807.1	BS45	433465	28541	insertion
NC_081807.1	BS45	433465	36003	deletion
NC_081808.1	BS45	418966	31318	insertion
NC_081808.1	BS45	418966	37635	deletion
NC_081809.1	BS45	572786	39800	insertion
NC_081809.1	BS45	572786	50218	deletion
NC_081810.1	BS45	459569	34074	insertion
NC_081810.1	BS45	459569	42683	deletion
NC_081811.1	BS45	574600	42232	insertion
NC_081811.1	BS45	574600	52023	deletion
NC_081812.1	BS45	462959	35320	insertion
NC_081812.1	BS45	462959	42568	deletion
NC_081813.1	BS45	517293	34740	insertion
NC_081813.1	BS45	517293	46071	deletion
NC_081814.1	BS45	470122	34169	insertion
NC_081814.1	BS45	470122	41517	deletion
NC_081815.1	BS45	367374	25614	insertion
NC_081815.1	BS45	367374	32077	deletion
NC_081816.1	BS45	466665	33167	insertion
NC_081816.1	BS45	466665	40434	deletion
NC_081817.1	BS45	554521	40679	insertion
NC_081817.1	BS45	554521	49689	deletion
NC_081818.1	BS45	481014	34037	insertion
NC_081818.1	BS45	481014	42390	deletion
NC_081819.1	BS45	375960	25126	insertion
NC_081819.1	BS45	375960	31716	deletion
NC_081820.1	BS45	490350	33633	insertion
NC_081820.1	BS45	490350	44368	deletion
NC_081821.1	BS45	223257	15268	insertion
NC_081821.1	BS45	223257	18170	deletion
NC_081822.1	BS45	562104	40610	insertion
NC_081822.1	BS45	562104	50029	deletion
NC_081823.1	BS45	541257	36302	insertion
NC_081823.1	BS45	541257	45929	deletion
NC_007957.1	BS46	10	2	insertion
NC_007957.1	BS46	10	3	deletion
NC_012119.1	BS46	324	80	insertion
NC_012119.1	BS46	324	73	deletion
NC_081805.1	BS46	542782	39930	insertion
NC_081805.1	BS46	542782	48997	deletion
NC_081806.1	BS46	370939	24499	insertion
NC_081806.1	BS46	370939	29175	deletion
NC_081807.1	BS46	433093	28251	insertion
NC_081807.1	BS46	433093	35922	deletion
NC_081808.1	BS46	418495	31024	insertion
NC_081808.1	BS46	418495	37295	deletion
