2026-02-05 18:32:24.337 - INFO - ====================================================================================================
2026-02-05 18:32:24.337 - INFO -  Kmer丰度转VCF工具|Kmer Abundance to VCF Converter
2026-02-05 18:32:24.337 - INFO - ====================================================================================================
2026-02-05 18:32:24.337 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/kmer_matrix_with_header.txt
2026-02-05 18:32:24.337 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/soybean_181_samples.vcf.gz
2026-02-05 18:32:24.337 - INFO - 样本数|Number of samples: 181
2026-02-05 18:32:24.351 - INFO - 运行模式|Running mode: 快速模式（单次遍历）|Fast mode (single pass)
2026-02-05 18:32:24.351 - INFO - 染色体数量|Chromosome count: 20
2026-02-05 18:32:24.351 - INFO - 
2026-02-05 18:32:24.351 - INFO - ====================================================================================================
2026-02-05 18:32:24.351 - INFO -  快速模式转换（单次遍历）|Fast Mode Conversion (Single Pass)
2026-02-05 18:32:24.351 - INFO - ====================================================================================================
2026-02-05 18:32:24.351 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/kmer_matrix_with_header.txt
2026-02-05 18:32:24.351 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/soybean_181_samples.vcf.gz
2026-02-05 18:32:24.351 - INFO - 用户指定染色体数量|User-specified chromosome count: 20
2026-02-05 18:32:24.351 - INFO - 
2026-02-05 18:32:24.353 - INFO - 样本数量|Number of samples: 181
2026-02-05 18:32:24.353 - INFO - 预估kmer总数|Estimated total kmers: 17,341,634,442
2026-02-05 18:32:24.353 - INFO - 用户指定染色体数量|User-specified chromosome count: 20
2026-02-05 18:32:24.353 - INFO - 每条染色体平均长度|Average length per chromosome: 867,081,722
2026-02-05 18:32:24.353 - INFO - 
2026-02-05 18:32:24.353 - INFO - 开始转换数据行|Starting data line conversion...
2026-02-05 18:32:40.269 - INFO - 已处理|Processed: 1,000,000 kmers, 输出|output: 999,999
2026-02-06 03:22:12.437 - INFO - 已处理|Processed: 1,986,000,000 kmers, 输出|output: 1,985,999,999
2026-02-06 03:22:28.465 - INFO - 已处理|Processed: 1,987,000,000 kmers, 输出|output: 1,986,999,999
2026-02-06 03:22:44.501 - INFO - 已处理|Processed: 1,988,000,000 kmers, 输出|output: 1,987,999,999
2026-02-06 03:23:00.521 - INFO - 已处理|Processed: 1,989,000,000 kmers, 输出|output: 1,988,999,999
2026-02-06 03:23:16.546 - INFO - 已处理|Processed: 1,990,000,000 kmers, 输出|output: 1,989,999,999
2026-02-06 03:23:32.578 - INFO - 已处理|Processed: 1,991,000,000 kmers, 输出|output: 1,990,999,999
2026-02-06 03:23:48.610 - INFO - 已处理|Processed: 1,992,000,000 kmers, 输出|output: 1,991,999,999
2026-02-06 03:24:04.646 - INFO - 已处理|Processed: 1,993,000,000 kmers, 输出|output: 1,992,999,999
2026-02-06 03:24:20.683 - INFO - 已处理|Processed: 1,994,000,000 kmers, 输出|output: 1,993,999,999
2026-02-06 03:24:36.723 - INFO - 已处理|Processed: 1,995,000,000 kmers, 输出|output: 1,994,999,999
2026-02-06 03:24:52.763 - INFO - 已处理|Processed: 1,996,000,000 kmers, 输出|output: 1,995,999,999
2026-02-06 03:25:08.812 - INFO - 已处理|Processed: 1,997,000,000 kmers, 输出|output: 1,996,999,999
2026-02-06 03:25:24.835 - INFO - 已处理|Processed: 1,998,000,000 kmers, 输出|output: 1,997,999,999
2026-02-06 03:25:40.873 - INFO - 已处理|Processed: 1,999,000,000 kmers, 输出|output: 1,998,999,999
2026-02-06 03:25:56.911 - INFO - 已处理|Processed: 2,000,000,000 kmers, 输出|output: 1,999,999,999
2026-02-06 03:26:12.943 - INFO - 已处理|Processed: 2,001,000,000 kmers, 输出|output: 2,000,999,999
2026-02-06 03:26:28.994 - INFO - 已处理|Processed: 2,002,000,000 kmers, 输出|output: 2,001,999,999
2026-02-06 03:26:45.042 - INFO - 已处理|Processed: 2,003,000,000 kmers, 输出|output: 2,002,999,999
2026-02-06 03:27:01.084 - INFO - 已处理|Processed: 2,004,000,000 kmers, 输出|output: 2,003,999,999
2026-02-06 03:27:17.133 - INFO - 已处理|Processed: 2,005,000,000 kmers, 输出|output: 2,004,999,999
2026-02-06 03:27:33.173 - INFO - 已处理|Processed: 2,006,000,000 kmers, 输出|output: 2,005,999,999
2026-02-06 03:27:49.219 - INFO - 已处理|Processed: 2,007,000,000 kmers, 输出|output: 2,006,999,999
2026-02-06 03:28:05.263 - INFO - 已处理|Processed: 2,008,000,000 kmers, 输出|output: 2,007,999,999
2026-02-06 03:28:21.298 - INFO - 已处理|Processed: 2,009,000,000 kmers, 输出|output: 2,008,999,999
2026-02-06 03:28:37.333 - INFO - 已处理|Processed: 2,010,000,000 kmers, 输出|output: 2,009,999,999
2026-02-06 03:28:53.364 - INFO - 已处理|Processed: 2,011,000,000 kmers, 输出|output: 2,010,999,999
2026-02-06 03:29:09.407 - INFO - 已处理|Processed: 2,012,000,000 kmers, 输出|output: 2,011,999,999
2026-02-06 03:29:25.444 - INFO - 已处理|Processed: 2,013,000,000 kmers, 输出|output: 2,012,999,999
2026-02-06 03:29:41.487 - INFO - 已处理|Processed: 2,014,000,000 kmers, 输出|output: 2,013,999,999
2026-02-06 03:29:57.536 - INFO - 已处理|Processed: 2,015,000,000 kmers, 输出|output: 2,014,999,999
2026-02-06 03:30:16.819 - INFO - 已处理|Processed: 2,016,000,000 kmers, 输出|output: 2,015,999,999
2026-02-06 03:30:32.859 - INFO - 已处理|Processed: 2,017,000,000 kmers, 输出|output: 2,016,999,999
2026-02-06 03:30:48.890 - INFO - 已处理|Processed: 2,018,000,000 kmers, 输出|output: 2,017,999,999
2026-02-06 03:31:04.933 - INFO - 已处理|Processed: 2,019,000,000 kmers, 输出|output: 2,018,999,999
2026-02-06 03:31:20.986 - INFO - 已处理|Processed: 2,020,000,000 kmers, 输出|output: 2,019,999,999
2026-02-06 03:31:37.033 - INFO - 已处理|Processed: 2,021,000,000 kmers, 输出|output: 2,020,999,999
2026-02-06 03:31:53.071 - INFO - 已处理|Processed: 2,022,000,000 kmers, 输出|output: 2,021,999,999
2026-02-06 03:32:09.115 - INFO - 已处理|Processed: 2,023,000,000 kmers, 输出|output: 2,022,999,999
2026-02-06 03:32:25.169 - INFO - 已处理|Processed: 2,024,000,000 kmers, 输出|output: 2,023,999,999
2026-02-06 03:32:41.217 - INFO - 已处理|Processed: 2,025,000,000 kmers, 输出|output: 2,024,999,999
2026-02-06 03:32:57.277 - INFO - 已处理|Processed: 2,026,000,000 kmers, 输出|output: 2,025,999,999
2026-02-06 03:33:13.322 - INFO - 已处理|Processed: 2,027,000,000 kmers, 输出|output: 2,026,999,999
2026-02-06 03:33:29.370 - INFO - 已处理|Processed: 2,028,000,000 kmers, 输出|output: 2,027,999,999
2026-02-06 03:33:45.409 - INFO - 已处理|Processed: 2,029,000,000 kmers, 输出|output: 2,028,999,999
2026-02-06 03:34:01.458 - INFO - 已处理|Processed: 2,030,000,000 kmers, 输出|output: 2,029,999,999
2026-02-06 03:34:17.502 - INFO - 已处理|Processed: 2,031,000,000 kmers, 输出|output: 2,030,999,999
2026-02-06 03:34:33.538 - INFO - 已处理|Processed: 2,032,000,000 kmers, 输出|output: 2,031,999,999
2026-02-06 03:34:49.581 - INFO - 已处理|Processed: 2,033,000,000 kmers, 输出|output: 2,032,999,999
2026-02-06 03:35:05.626 - INFO - 已处理|Processed: 2,034,000,000 kmers, 输出|output: 2,033,999,999
2026-02-06 03:35:21.667 - INFO - 已处理|Processed: 2,035,000,000 kmers, 输出|output: 2,034,999,999
2026-02-06 03:35:37.716 - INFO - 已处理|Processed: 2,036,000,000 kmers, 输出|output: 2,035,999,999
2026-02-06 03:35:53.758 - INFO - 已处理|Processed: 2,037,000,000 kmers, 输出|output: 2,036,999,999
2026-02-06 03:36:09.811 - INFO - 已处理|Processed: 2,038,000,000 kmers, 输出|output: 2,037,999,999
2026-02-06 03:36:25.856 - INFO - 已处理|Processed: 2,039,000,000 kmers, 输出|output: 2,038,999,999
2026-02-06 03:36:41.894 - INFO - 已处理|Processed: 2,040,000,000 kmers, 输出|output: 2,039,999,999
2026-02-06 03:36:57.929 - INFO - 已处理|Processed: 2,041,000,000 kmers, 输出|output: 2,040,999,999
2026-02-06 03:37:13.979 - INFO - 已处理|Processed: 2,042,000,000 kmers, 输出|output: 2,041,999,999
2026-02-06 03:37:30.035 - INFO - 已处理|Processed: 2,043,000,000 kmers, 输出|output: 2,042,999,999
2026-02-06 03:37:46.126 - INFO - 已处理|Processed: 2,044,000,000 kmers, 输出|output: 2,043,999,999
2026-02-06 03:38:02.175 - INFO - 已处理|Processed: 2,045,000,000 kmers, 输出|output: 2,044,999,999
2026-02-06 03:38:18.222 - INFO - 已处理|Processed: 2,046,000,000 kmers, 输出|output: 2,045,999,999
2026-02-06 03:38:34.269 - INFO - 已处理|Processed: 2,047,000,000 kmers, 输出|output: 2,046,999,999
2026-02-06 03:38:50.309 - INFO - 已处理|Processed: 2,048,000,000 kmers, 输出|output: 2,047,999,999
2026-02-06 03:39:06.357 - INFO - 已处理|Processed: 2,049,000,000 kmers, 输出|output: 2,048,999,999
2026-02-06 03:39:22.411 - INFO - 已处理|Processed: 2,050,000,000 kmers, 输出|output: 2,049,999,999
2026-02-06 03:39:38.458 - INFO - 已处理|Processed: 2,051,000,000 kmers, 输出|output: 2,050,999,999
2026-02-06 03:39:54.509 - INFO - 已处理|Processed: 2,052,000,000 kmers, 输出|output: 2,051,999,999
2026-02-06 03:40:10.564 - INFO - 已处理|Processed: 2,053,000,000 kmers, 输出|output: 2,052,999,999
2026-02-06 03:40:26.614 - INFO - 已处理|Processed: 2,054,000,000 kmers, 输出|output: 2,053,999,999
2026-02-06 03:40:42.672 - INFO - 已处理|Processed: 2,055,000,000 kmers, 输出|output: 2,054,999,999
2026-02-06 03:40:58.714 - INFO - 已处理|Processed: 2,056,000,000 kmers, 输出|output: 2,055,999,999
2026-02-06 03:41:14.756 - INFO - 已处理|Processed: 2,057,000,000 kmers, 输出|output: 2,056,999,999
2026-02-06 03:41:30.808 - INFO - 已处理|Processed: 2,058,000,000 kmers, 输出|output: 2,057,999,999
2026-02-06 03:41:46.859 - INFO - 已处理|Processed: 2,059,000,000 kmers, 输出|output: 2,058,999,999
2026-02-06 03:42:02.907 - INFO - 已处理|Processed: 2,060,000,000 kmers, 输出|output: 2,059,999,999
2026-02-06 03:42:18.954 - INFO - 已处理|Processed: 2,061,000,000 kmers, 输出|output: 2,060,999,999
2026-02-06 03:42:35.004 - INFO - 已处理|Processed: 2,062,000,000 kmers, 输出|output: 2,061,999,999
2026-02-06 03:42:51.052 - INFO - 已处理|Processed: 2,063,000,000 kmers, 输出|output: 2,062,999,999
2026-02-06 03:43:07.100 - INFO - 已处理|Processed: 2,064,000,000 kmers, 输出|output: 2,063,999,999
2026-02-06 03:43:23.146 - INFO - 已处理|Processed: 2,065,000,000 kmers, 输出|output: 2,064,999,999
2026-02-06 03:43:39.198 - INFO - 已处理|Processed: 2,066,000,000 kmers, 输出|output: 2,065,999,999
2026-02-06 03:43:55.248 - INFO - 已处理|Processed: 2,067,000,000 kmers, 输出|output: 2,066,999,999
2026-02-06 03:44:11.309 - INFO - 已处理|Processed: 2,068,000,000 kmers, 输出|output: 2,067,999,999
2026-02-06 03:44:27.362 - INFO - 已处理|Processed: 2,069,000,000 kmers, 输出|output: 2,068,999,999
2026-02-06 03:44:43.405 - INFO - 已处理|Processed: 2,070,000,000 kmers, 输出|output: 2,069,999,999
2026-02-06 03:44:59.453 - INFO - 已处理|Processed: 2,071,000,000 kmers, 输出|output: 2,070,999,999
2026-02-06 03:45:15.497 - INFO - 已处理|Processed: 2,072,000,000 kmers, 输出|output: 2,071,999,999
2026-02-06 03:45:31.685 - INFO - 已处理|Processed: 2,073,000,000 kmers, 输出|output: 2,072,999,999
2026-02-06 03:45:47.731 - INFO - 已处理|Processed: 2,074,000,000 kmers, 输出|output: 2,073,999,999
2026-02-06 03:46:03.777 - INFO - 已处理|Processed: 2,075,000,000 kmers, 输出|output: 2,074,999,999
2026-02-06 03:46:19.814 - INFO - 已处理|Processed: 2,076,000,000 kmers, 输出|output: 2,075,999,999
2026-02-06 03:46:35.860 - INFO - 已处理|Processed: 2,077,000,000 kmers, 输出|output: 2,076,999,999
2026-02-06 03:46:51.907 - INFO - 已处理|Processed: 2,078,000,000 kmers, 输出|output: 2,077,999,999
2026-02-06 03:47:07.948 - INFO - 已处理|Processed: 2,079,000,000 kmers, 输出|output: 2,078,999,999
2026-02-06 03:47:23.977 - INFO - 已处理|Processed: 2,080,000,000 kmers, 输出|output: 2,079,999,999
2026-02-06 03:47:40.004 - INFO - 已处理|Processed: 2,081,000,000 kmers, 输出|output: 2,080,999,999
2026-02-06 03:47:56.033 - INFO - 已处理|Processed: 2,082,000,000 kmers, 输出|output: 2,081,999,999
2026-02-06 03:48:12.064 - INFO - 已处理|Processed: 2,083,000,000 kmers, 输出|output: 2,082,999,999
2026-02-06 03:48:28.132 - INFO - 已处理|Processed: 2,084,000,000 kmers, 输出|output: 2,083,999,999
2026-02-06 03:48:44.177 - INFO - 已处理|Processed: 2,085,000,000 kmers, 输出|output: 2,084,999,999
2026-02-06 03:49:00.219 - INFO - 已处理|Processed: 2,086,000,000 kmers, 输出|output: 2,085,999,999
2026-02-06 03:49:16.267 - INFO - 已处理|Processed: 2,087,000,000 kmers, 输出|output: 2,086,999,999
2026-02-06 03:49:32.316 - INFO - 已处理|Processed: 2,088,000,000 kmers, 输出|output: 2,087,999,999
2026-02-06 03:49:48.355 - INFO - 已处理|Processed: 2,089,000,000 kmers, 输出|output: 2,088,999,999
2026-02-06 03:50:04.397 - INFO - 已处理|Processed: 2,090,000,000 kmers, 输出|output: 2,089,999,999
2026-02-06 03:50:20.440 - INFO - 已处理|Processed: 2,091,000,000 kmers, 输出|output: 2,090,999,999
2026-02-06 03:50:36.481 - INFO - 已处理|Processed: 2,092,000,000 kmers, 输出|output: 2,091,999,999
2026-02-06 03:50:52.526 - INFO - 已处理|Processed: 2,093,000,000 kmers, 输出|output: 2,092,999,999
2026-02-06 03:51:08.573 - INFO - 已处理|Processed: 2,094,000,000 kmers, 输出|output: 2,093,999,999
2026-02-06 03:51:24.617 - INFO - 已处理|Processed: 2,095,000,000 kmers, 输出|output: 2,094,999,999
2026-02-06 03:51:40.662 - INFO - 已处理|Processed: 2,096,000,000 kmers, 输出|output: 2,095,999,999
2026-02-06 03:51:56.706 - INFO - 已处理|Processed: 2,097,000,000 kmers, 输出|output: 2,096,999,999
2026-02-06 03:52:12.756 - INFO - 已处理|Processed: 2,098,000,000 kmers, 输出|output: 2,097,999,999
2026-02-06 03:52:28.803 - INFO - 已处理|Processed: 2,099,000,000 kmers, 输出|output: 2,098,999,999
2026-02-06 03:52:44.856 - INFO - 已处理|Processed: 2,100,000,000 kmers, 输出|output: 2,099,999,999
2026-02-06 03:53:00.908 - INFO - 已处理|Processed: 2,101,000,000 kmers, 输出|output: 2,100,999,999
2026-02-06 03:53:16.956 - INFO - 已处理|Processed: 2,102,000,000 kmers, 输出|output: 2,101,999,999
2026-02-06 03:53:32.992 - INFO - 已处理|Processed: 2,103,000,000 kmers, 输出|output: 2,102,999,999
2026-02-06 03:53:49.023 - INFO - 已处理|Processed: 2,104,000,000 kmers, 输出|output: 2,103,999,999
2026-02-06 03:54:05.038 - INFO - 已处理|Processed: 2,105,000,000 kmers, 输出|output: 2,104,999,999
2026-02-06 03:54:21.055 - INFO - 已处理|Processed: 2,106,000,000 kmers, 输出|output: 2,105,999,999
2026-02-06 03:54:37.087 - INFO - 已处理|Processed: 2,107,000,000 kmers, 输出|output: 2,106,999,999
2026-02-06 03:54:53.107 - INFO - 已处理|Processed: 2,108,000,000 kmers, 输出|output: 2,107,999,999
2026-02-06 03:55:09.131 - INFO - 已处理|Processed: 2,109,000,000 kmers, 输出|output: 2,108,999,999
2026-02-06 03:55:25.174 - INFO - 已处理|Processed: 2,110,000,000 kmers, 输出|output: 2,109,999,999
2026-02-06 03:55:41.210 - INFO - 已处理|Processed: 2,111,000,000 kmers, 输出|output: 2,110,999,999
2026-02-06 03:55:57.244 - INFO - 已处理|Processed: 2,112,000,000 kmers, 输出|output: 2,111,999,999
2026-02-06 03:56:13.275 - INFO - 已处理|Processed: 2,113,000,000 kmers, 输出|output: 2,112,999,999
2026-02-06 03:56:29.306 - INFO - 已处理|Processed: 2,114,000,000 kmers, 输出|output: 2,113,999,999
2026-02-06 03:56:45.337 - INFO - 已处理|Processed: 2,115,000,000 kmers, 输出|output: 2,114,999,999
2026-02-06 03:57:01.350 - INFO - 已处理|Processed: 2,116,000,000 kmers, 输出|output: 2,115,999,999
2026-02-06 03:57:17.374 - INFO - 已处理|Processed: 2,117,000,000 kmers, 输出|output: 2,116,999,999
2026-02-06 03:57:33.401 - INFO - 已处理|Processed: 2,118,000,000 kmers, 输出|output: 2,117,999,999
2026-02-06 03:57:49.452 - INFO - 已处理|Processed: 2,119,000,000 kmers, 输出|output: 2,118,999,999
2026-02-06 03:58:05.499 - INFO - 已处理|Processed: 2,120,000,000 kmers, 输出|output: 2,119,999,999
2026-02-06 03:58:21.540 - INFO - 已处理|Processed: 2,121,000,000 kmers, 输出|output: 2,120,999,999
2026-02-06 03:58:37.587 - INFO - 已处理|Processed: 2,122,000,000 kmers, 输出|output: 2,121,999,999
2026-02-06 03:58:53.632 - INFO - 已处理|Processed: 2,123,000,000 kmers, 输出|output: 2,122,999,999
2026-02-06 03:59:09.672 - INFO - 已处理|Processed: 2,124,000,000 kmers, 输出|output: 2,123,999,999
2026-02-06 03:59:25.713 - INFO - 已处理|Processed: 2,125,000,000 kmers, 输出|output: 2,124,999,999
2026-02-06 03:59:41.752 - INFO - 已处理|Processed: 2,126,000,000 kmers, 输出|output: 2,125,999,999
2026-02-06 03:59:57.783 - INFO - 已处理|Processed: 2,127,000,000 kmers, 输出|output: 2,126,999,999
2026-02-06 04:00:13.820 - INFO - 已处理|Processed: 2,128,000,000 kmers, 输出|output: 2,127,999,999
2026-02-06 04:00:29.860 - INFO - 已处理|Processed: 2,129,000,000 kmers, 输出|output: 2,128,999,999
2026-02-06 04:00:45.950 - INFO - 已处理|Processed: 2,130,000,000 kmers, 输出|output: 2,129,999,999
2026-02-06 04:01:01.990 - INFO - 已处理|Processed: 2,131,000,000 kmers, 输出|output: 2,130,999,999
2026-02-06 04:01:18.031 - INFO - 已处理|Processed: 2,132,000,000 kmers, 输出|output: 2,131,999,999
2026-02-06 04:01:34.072 - INFO - 已处理|Processed: 2,133,000,000 kmers, 输出|output: 2,132,999,999
2026-02-06 04:01:50.119 - INFO - 已处理|Processed: 2,134,000,000 kmers, 输出|output: 2,133,999,999
2026-02-06 04:02:06.160 - INFO - 已处理|Processed: 2,135,000,000 kmers, 输出|output: 2,134,999,999
2026-02-06 04:02:22.208 - INFO - 已处理|Processed: 2,136,000,000 kmers, 输出|output: 2,135,999,999
2026-02-06 04:02:38.260 - INFO - 已处理|Processed: 2,137,000,000 kmers, 输出|output: 2,136,999,999
2026-02-06 04:02:54.303 - INFO - 已处理|Processed: 2,138,000,000 kmers, 输出|output: 2,137,999,999
2026-02-06 04:03:10.353 - INFO - 已处理|Processed: 2,139,000,000 kmers, 输出|output: 2,138,999,999
2026-02-06 04:03:26.401 - INFO - 已处理|Processed: 2,140,000,000 kmers, 输出|output: 2,139,999,999
2026-02-06 04:03:42.452 - INFO - 已处理|Processed: 2,141,000,000 kmers, 输出|output: 2,140,999,999
2026-02-06 04:03:58.490 - INFO - 已处理|Processed: 2,142,000,000 kmers, 输出|output: 2,141,999,999
2026-02-06 04:04:14.529 - INFO - 已处理|Processed: 2,143,000,000 kmers, 输出|output: 2,142,999,999
2026-02-06 04:04:30.577 - INFO - 已处理|Processed: 2,144,000,000 kmers, 输出|output: 2,143,999,999
2026-02-06 04:04:46.622 - INFO - 已处理|Processed: 2,145,000,000 kmers, 输出|output: 2,144,999,999
2026-02-06 04:05:02.664 - INFO - 已处理|Processed: 2,146,000,000 kmers, 输出|output: 2,145,999,999
2026-02-06 04:05:18.703 - INFO - 已处理|Processed: 2,147,000,000 kmers, 输出|output: 2,146,999,999
2026-02-06 04:05:34.757 - INFO - 已处理|Processed: 2,148,000,000 kmers, 输出|output: 2,147,999,999
2026-02-06 04:05:50.807 - INFO - 已处理|Processed: 2,149,000,000 kmers, 输出|output: 2,148,999,999
2026-02-06 04:06:06.861 - INFO - 已处理|Processed: 2,150,000,000 kmers, 输出|output: 2,149,999,999
2026-02-06 04:06:22.908 - INFO - 已处理|Processed: 2,151,000,000 kmers, 输出|output: 2,150,999,999
2026-02-06 04:06:38.960 - INFO - 已处理|Processed: 2,152,000,000 kmers, 输出|output: 2,151,999,999
2026-02-06 04:06:55.005 - INFO - 已处理|Processed: 2,153,000,000 kmers, 输出|output: 2,152,999,999
2026-02-06 04:07:11.047 - INFO - 已处理|Processed: 2,154,000,000 kmers, 输出|output: 2,153,999,999
2026-02-06 04:07:27.094 - INFO - 已处理|Processed: 2,155,000,000 kmers, 输出|output: 2,154,999,999
2026-02-06 04:07:43.140 - INFO - 已处理|Processed: 2,156,000,000 kmers, 输出|output: 2,155,999,999
2026-02-06 04:07:59.182 - INFO - 已处理|Processed: 2,157,000,000 kmers, 输出|output: 2,156,999,999
2026-02-06 04:08:15.332 - INFO - 已处理|Processed: 2,158,000,000 kmers, 输出|output: 2,157,999,999
2026-02-06 04:08:31.373 - INFO - 已处理|Processed: 2,159,000,000 kmers, 输出|output: 2,158,999,999
2026-02-06 04:08:47.421 - INFO - 已处理|Processed: 2,160,000,000 kmers, 输出|output: 2,159,999,999
2026-02-06 04:09:03.466 - INFO - 已处理|Processed: 2,161,000,000 kmers, 输出|output: 2,160,999,999
2026-02-06 04:09:19.508 - INFO - 已处理|Processed: 2,162,000,000 kmers, 输出|output: 2,161,999,999
2026-02-06 04:09:35.552 - INFO - 已处理|Processed: 2,163,000,000 kmers, 输出|output: 2,162,999,999
2026-02-06 04:09:51.602 - INFO - 已处理|Processed: 2,164,000,000 kmers, 输出|output: 2,163,999,999
2026-02-06 04:10:07.651 - INFO - 已处理|Processed: 2,165,000,000 kmers, 输出|output: 2,164,999,999
2026-02-06 04:10:23.693 - INFO - 已处理|Processed: 2,166,000,000 kmers, 输出|output: 2,165,999,999
2026-02-06 04:10:39.732 - INFO - 已处理|Processed: 2,167,000,000 kmers, 输出|output: 2,166,999,999
2026-02-06 04:10:55.773 - INFO - 已处理|Processed: 2,168,000,000 kmers, 输出|output: 2,167,999,999
2026-02-06 04:11:11.819 - INFO - 已处理|Processed: 2,169,000,000 kmers, 输出|output: 2,168,999,999
2026-02-06 04:11:27.862 - INFO - 已处理|Processed: 2,170,000,000 kmers, 输出|output: 2,169,999,999
2026-02-06 04:11:43.914 - INFO - 已处理|Processed: 2,171,000,000 kmers, 输出|output: 2,170,999,999
2026-02-06 04:11:59.971 - INFO - 已处理|Processed: 2,172,000,000 kmers, 输出|output: 2,171,999,999
2026-02-06 04:12:16.014 - INFO - 已处理|Processed: 2,173,000,000 kmers, 输出|output: 2,172,999,999
2026-02-06 04:12:32.060 - INFO - 已处理|Processed: 2,174,000,000 kmers, 输出|output: 2,173,999,999
2026-02-06 04:12:48.105 - INFO - 已处理|Processed: 2,175,000,000 kmers, 输出|output: 2,174,999,999
2026-02-06 04:13:04.151 - INFO - 已处理|Processed: 2,176,000,000 kmers, 输出|output: 2,175,999,999
2026-02-06 04:13:20.200 - INFO - 已处理|Processed: 2,177,000,000 kmers, 输出|output: 2,176,999,999
2026-02-06 04:13:36.249 - INFO - 已处理|Processed: 2,178,000,000 kmers, 输出|output: 2,177,999,999
2026-02-06 04:13:52.286 - INFO - 已处理|Processed: 2,179,000,000 kmers, 输出|output: 2,178,999,999
2026-02-06 04:14:08.324 - INFO - 已处理|Processed: 2,180,000,000 kmers, 输出|output: 2,179,999,999
2026-02-06 04:14:24.368 - INFO - 已处理|Processed: 2,181,000,000 kmers, 输出|output: 2,180,999,999
2026-02-06 04:14:40.391 - INFO - 已处理|Processed: 2,182,000,000 kmers, 输出|output: 2,181,999,999
2026-02-06 04:14:56.420 - INFO - 已处理|Processed: 2,183,000,000 kmers, 输出|output: 2,182,999,999
2026-02-06 04:15:12.455 - INFO - 已处理|Processed: 2,184,000,000 kmers, 输出|output: 2,183,999,999
2026-02-06 04:15:28.490 - INFO - 已处理|Processed: 2,185,000,000 kmers, 输出|output: 2,184,999,999
2026-02-06 04:15:44.753 - INFO - 已处理|Processed: 2,186,000,000 kmers, 输出|output: 2,185,999,999
2026-02-06 04:16:00.772 - INFO - 已处理|Processed: 2,187,000,000 kmers, 输出|output: 2,186,999,999
2026-02-06 04:16:16.801 - INFO - 已处理|Processed: 2,188,000,000 kmers, 输出|output: 2,187,999,999
2026-02-06 04:16:32.834 - INFO - 已处理|Processed: 2,189,000,000 kmers, 输出|output: 2,188,999,999
2026-02-06 04:16:48.863 - INFO - 已处理|Processed: 2,190,000,000 kmers, 输出|output: 2,189,999,999
2026-02-06 04:17:04.896 - INFO - 已处理|Processed: 2,191,000,000 kmers, 输出|output: 2,190,999,999
2026-02-06 04:17:20.919 - INFO - 已处理|Processed: 2,192,000,000 kmers, 输出|output: 2,191,999,999
2026-02-06 04:17:36.951 - INFO - 已处理|Processed: 2,193,000,000 kmers, 输出|output: 2,192,999,999
2026-02-06 04:17:52.971 - INFO - 已处理|Processed: 2,194,000,000 kmers, 输出|output: 2,193,999,999
2026-02-06 04:18:09.015 - INFO - 已处理|Processed: 2,195,000,000 kmers, 输出|output: 2,194,999,999
2026-02-06 04:18:25.050 - INFO - 已处理|Processed: 2,196,000,000 kmers, 输出|output: 2,195,999,999
2026-02-06 04:18:41.091 - INFO - 已处理|Processed: 2,197,000,000 kmers, 输出|output: 2,196,999,999
2026-02-06 04:18:57.127 - INFO - 已处理|Processed: 2,198,000,000 kmers, 输出|output: 2,197,999,999
2026-02-06 04:19:13.165 - INFO - 已处理|Processed: 2,199,000,000 kmers, 输出|output: 2,198,999,999
2026-02-06 04:19:29.208 - INFO - 已处理|Processed: 2,200,000,000 kmers, 输出|output: 2,199,999,999
2026-02-06 04:19:45.246 - INFO - 已处理|Processed: 2,201,000,000 kmers, 输出|output: 2,200,999,999
2026-02-06 04:20:01.283 - INFO - 已处理|Processed: 2,202,000,000 kmers, 输出|output: 2,201,999,999
2026-02-06 04:20:17.330 - INFO - 已处理|Processed: 2,203,000,000 kmers, 输出|output: 2,202,999,999
2026-02-06 04:20:33.374 - INFO - 已处理|Processed: 2,204,000,000 kmers, 输出|output: 2,203,999,999
2026-02-06 04:20:49.414 - INFO - 已处理|Processed: 2,205,000,000 kmers, 输出|output: 2,204,999,999
2026-02-06 04:21:05.441 - INFO - 已处理|Processed: 2,206,000,000 kmers, 输出|output: 2,205,999,999
2026-02-06 04:21:21.486 - INFO - 已处理|Processed: 2,207,000,000 kmers, 输出|output: 2,206,999,999
2026-02-06 04:21:37.525 - INFO - 已处理|Processed: 2,208,000,000 kmers, 输出|output: 2,207,999,999
2026-02-06 04:21:53.565 - INFO - 已处理|Processed: 2,209,000,000 kmers, 输出|output: 2,208,999,999
2026-02-06 04:22:09.604 - INFO - 已处理|Processed: 2,210,000,000 kmers, 输出|output: 2,209,999,999
